         259           4           4
Fri Oct 10 17:37:52 2014
cont_NucCentre_PAHFIT.dat
Nucleus Centre M31
Wave(um) Flux(MJy/sr) unc  Cont_PAHFIT
       5.2428170        85.702230        2.1422010        80.016242
       5.2738020        84.627910        2.3130010        79.296202
       5.3047880        84.861940        1.8823230        78.587994
       5.3357730        84.518930        1.9616920        77.891430
       5.3667580        81.565090        1.7346710        77.206256
       5.3977440        81.040480        1.8606120        76.532228
       5.4287290        77.645650        1.5467470        75.869167
       5.4597140        80.274890        1.2998490        75.216837
       5.4907000        78.270900        1.3104930        74.575008
       5.5216850        77.376850        1.1362950        73.943513
       5.5526700        74.692680        1.2917980        73.322132
       5.5836560        76.628300        1.3696790        72.710646
       5.6146410        74.750780        1.2638130        72.108902
       5.6456270        77.496070        1.2205850        71.516668
       5.6766120        77.562160        1.0777430        70.933804
       5.7075980        73.151820        1.1797050        70.360084
       5.7385830        73.577760        1.3003950        69.795371
       5.7695680        76.712040        1.3437720        69.239469
       5.8005530        77.242890        1.3985020        68.692212
       5.8315390        75.250330        1.4074020        68.153414
       5.8625250        77.410330        1.3372960        67.622929
       5.8935100        73.130270        2.1900070        67.100612
       5.9244950        76.598690        1.7430470        66.586292
       5.9554810        76.521420        1.7135360        66.079799
       5.9864660        75.467760        1.9451380        65.581015
       6.0174510        77.386860        1.6492100        65.089775
       6.0484370        72.373280        1.5066930        64.605921
       6.0794220        76.599880        1.4606510        64.129342
       6.1104070        75.622580        1.2670700        63.659887
       6.1413930        74.792330        1.4209320        63.197402
       6.1723780        75.043460        1.2672210        62.741785
       6.2033630        71.006260        1.3868770        62.292892
       6.2343490        73.840810        1.1389030        61.850582
       6.2653340        70.073560        1.3192040        61.414760
       6.2963190        71.887630        1.0445090        60.985285
       6.3273050        69.578900        1.3189460        60.562028
       6.3582900        71.184750        1.0618260        60.144900
       6.3892760        71.872610        1.0366310        59.733757
       6.4202610        68.167870        1.0986780        59.328513
       6.4512460        62.874360       0.98248400        58.929045
       6.4822320        65.839650        1.2588540        58.535234
       6.5132170        65.827550        1.3942920        58.147000
       6.5442020        63.461320        1.7002460        57.764224
       6.5751880        65.821530        1.6994500        57.386795
       6.6061730        65.409900        1.5581670        57.014637
       6.6371580        64.075550        1.9912420        56.647641
       6.6681440        66.280560        1.7551910        56.285700
       6.6991290        63.714470        1.5895070        55.928744
       6.7301140        60.627470        1.4404350        55.576668
       6.7611000        63.353980        1.5833640        55.229376
       6.7920850        63.428050        1.6407250        54.886798
       6.8230710        61.509270        1.6057300        54.548827
       6.8540560        59.506120        2.2469730        54.215403
       6.8850410        59.488460        1.5564660        53.886429
       6.9160270        56.068290        1.6856960        53.561816
       6.9470120        60.496830        1.5477650        53.241505
       6.9779980        58.019190        1.4758470        52.925396
       7.0089830        58.326930        1.6112100        52.613437
       7.0399680        57.490850        1.4812930        52.305541
       7.0709540        55.222450        1.5606360        52.001625
       7.1019390        58.732460        1.6870900        51.701637
       7.1329240        58.065040        1.5966640        51.405498
       7.1639100        56.613150        1.9575840        51.113129
       7.1948950        52.934390        1.7796200        50.824481
       7.2258810        56.321740        1.8762780        50.539471
       7.2568660        47.892580        1.7398150        50.258052
       7.2878510        50.717240        2.1669200        49.980149
       7.3188370        54.354490        2.1846090        49.705695
       7.3498220        52.182540        3.5884600        49.434644
       7.3808070        51.509610        2.5369670        49.166930
       7.4117930        48.655090        2.2582480        48.902483
       7.4427780        54.006760        2.2540950        48.641265
       7.4737630        54.077810        2.3718210        48.383208
       7.5047490        46.466330        2.9112010        48.128254
       7.5357340        50.293120        2.5408900        47.876360
       7.5667200        52.009320        2.0435000        47.627460
       7.6578940        52.748180        1.6265230        46.912011
       7.7199880        45.936510        1.3112290        46.438723
       7.7820820        45.006400        1.3747450        45.976309
       7.8441760        46.792040        1.1146740        45.524402
       7.9062710        45.447960        1.1013800        45.082642
       7.9683650        41.840110        1.1206850        44.650703
       8.0304580        41.765990        1.0630600        44.228261
       8.0925540        40.353720        1.0481980        43.814973
       8.1546480        40.689500       0.88706590        43.410572
       8.2167420        44.094560       0.98757390        43.014754
       8.2788360        43.009290        1.0507100        42.627242
       8.3409300        42.772200       0.98479180        42.247765
       8.4030250        41.434370       0.88595830        41.876061
       8.4651180        39.762920        1.1899800        41.511898
       8.5272130        40.887620        1.0777180        41.155015
       8.5893070        40.822560        1.0326940        40.805199
       8.6514020        41.773590        1.0927220        40.462217
       8.7134950        41.065600        1.0274950        40.125873
       8.7755900        40.121470       0.94265700        39.795941
       8.8376850        40.650340       0.84106140        39.472233
       8.8997780        42.413470       0.78906650        39.154569
       8.9618720        39.438760       0.86605630        38.842751
       9.0239670        42.068890       0.81297140        38.536602
       9.0860610        41.730910       0.89830510        38.235964
       9.1481550        43.142300       0.84783350        37.940666
       9.2102490        40.928570       0.75895320        37.650551
       9.2723440        42.627910       0.77994660        37.365462
       9.3344380        42.890470       0.70049500        37.085262
       9.3965320        44.340280       0.80337820        36.809804
       9.4586260        44.837990       0.71042530        36.538952
       9.5207200        44.469830       0.67895050        36.272574
       9.5828150        45.308230       0.66515900        36.010541
       9.6449090        44.399540       0.67348500        35.752736
       9.7070030        44.615620       0.72252950        35.499038
       9.7690970        44.947890        2.2916660        35.249333
       9.8311920        45.093890       0.71389110        35.003506
       9.8932860        43.684520       0.71552320        34.761460
       9.9553800        44.975340       0.89464600        34.523087
       10.017470        42.943410       0.84657960        34.288304
       10.079570        43.240010        1.0148760        34.056961
       10.141660        43.816380       0.83430350        33.829041
       10.203760        43.121410        1.0276230        33.604382
       10.265850        42.463310       0.73805870        33.382969
       10.327950        41.493330       0.70616940        33.164646
       10.390040        41.836820       0.79449590        32.949405
       10.452130        41.238900       0.67939010        32.737130
       10.514230        41.805970       0.67207570        32.527713
       10.576320        38.876830       0.72788200        32.321148
       10.638420        38.276720       0.85480110        32.117298
       10.700510        40.775700       0.77659050        31.916159
       10.762600        40.090530       0.68391660        31.717634
       10.824700        37.615060       0.63084110        31.521626
       10.886790        39.591220       0.64625050        31.328136
       10.948890        39.711770       0.60032110        31.137041
       11.010980        39.690080       0.69274430        30.948345
       11.073080        38.547660       0.64808110        30.761932
       11.135170        37.526480       0.70981770        30.577805
       11.197260        38.880460       0.67395250        30.395881
       11.259360        38.345010       0.69984410        30.216082
       11.321450        36.428900       0.89343420        30.038414
       11.383550        35.269360       0.77208760        29.862772
       11.445640        36.373700       0.86568120        29.689167
       11.507740        37.016630       0.83786210        29.517496
       11.569830        33.781320       0.90052470        29.347770
       11.631920        35.802520        1.0377110        29.179921
