0.39 1.16 3.41 0.43 0.47 0.09 1.45 0.43 0.78 0.00 1.27
0.28 1.02 3.38 0.32 0.70 0.07 1.58 0.35 0.85 0.00 1.35
4.28 8.32 18.54 2.84 0.93 0.12 2.14 0.69 1.63 0.00 2.42
0.28 1.02 3.66 0.48 0.77 0.07 1.67 0.31 0.86 0.00 1.68
0.02 0.12 0.61 0.10 0.20 0.05 0.77 0.17 0.50 0.00 1.62
0.00 0.10 0.58 0.10 0.14 0.05 0.77 0.15 0.42 0.00 1.69
0.32 0.86 2.76 0.44 0.69 0.12 1.81 0.48 1.11 0.00 2.22
0.03 0.04 0.17 0.09 0.10 0.09 0.30 0.00 0.01 0.00 0.62
0.00 1.16 4.05 0.51 0.30 0.03 0.78 0.22 0.49 0.00 1.16
