FORPRINT: Wed Dec 11 15:00:10 2013
      0.5845829      0.3147762      0.0683044      0.2333173      0.1292215      0.1546419      0.0896393      0.0776288      0.1376951      0.1068057      0.0000000      0.0000000      0.0088771      0.0000000      0.0819770      0.5302681      0.0757066      0.0000000
      0.5585294      0.3408689           -NaN      0.2179213      0.1089194      0.1663516      0.0809069      0.0770856      0.1409713      0.1139856      0.0000000      0.0000000      0.0000000      0.0000000      0.0611261      0.5569549      0.0948792      0.0000000
      0.6422860      0.3227501      0.1120406      0.1868888      0.1513990      0.0794363      0.1511062      0.0756849      0.1310866      0.1014623      0.0000000      0.0000000      0.0117664      0.0000000      0.0666511      0.5945110      0.0917883      0.0000000
      0.6327408      0.3760395      0.3072855      0.1598329      0.0843641      0.0904850      0.1680882      0.0459599      0.1223823      0.1077089      0.0000000      0.0000000      0.0106478      0.0000000      0.0910614      0.4895529      0.0900063      0.0000000
      0.6081026      0.3312427           -NaN      0.1140184      0.1840216      0.1444609      0.0945796      0.0597767      0.1048810      0.1453638      0.0000000      0.0000000      0.0016685      0.0000000      0.0363200      0.6316239      0.0870288      0.0000000
      0.6438236      0.3453714           -NaN      0.2294922      0.1469285      0.1848461      0.0569773      0.0432007      0.1235370      0.1497415      0.0000000      0.0000000      0.0041558      0.0000000      0.0890124      0.6019934      0.0854036      0.0000000
      0.5763387      0.3111775      0.1495750      0.1537921      0.0877585      0.2275365      0.0885600      0.0576857      0.1226047      0.1426532      0.0000000      0.0000000      0.0029068      0.0000000      0.0666047      0.6385747      0.0877429      0.0000000
      0.6162011      0.3659317      0.1543363      0.2124468      0.0381337      0.1363216      0.0833078      0.0766888      0.1381265      0.0927862      0.0000000      0.0000000      0.0042743      0.0000000      0.0415680      0.5563634      0.1069133      0.0000000
      0.5970422      0.3351404           -NaN      0.2018474      0.1144665      0.1564486      0.0804678      0.0809480      0.1626414      0.0822138      0.0000000      0.0000000      0.0062884      0.0000000      0.0996200      0.5489854      0.1074324      0.0000000
      0.6410149      0.3331528      0.1942263      0.1684125      0.1161259      0.1262628      0.1184635      0.0373941      0.1290165      0.1356336      0.0000000      0.0000000      0.0088293      0.0000000      0.0387913      0.7107235      0.0601124      0.0000000
      0.5912529      0.3292439      0.4062970      0.0596578      0.1576037      0.1581259      0.0652697      0.0689399      0.1269605      0.1183238      0.0000000      0.0000000      0.0053167      0.0000000      0.0463740      0.5545558      0.0912385      0.0000000
      0.5889421      0.3222762           -NaN      0.2668925      0.1398144      0.1089355      0.0940699      0.0418056      0.1295555      0.0915300      0.0000000      0.0000000      0.0156601      0.0000000      0.0480750      0.5187176      0.0999760      0.0000000
      0.6193759      0.3489161      0.3900053      0.0351422      0.1560670      0.0812987      0.1219507      0.0636008      0.1328186      0.1115341      0.0000000      0.0000000      0.0057253      0.0000000      0.0375785      0.6142175      0.0646322      0.0000000
      0.5643817      0.3253298      0.2746505      0.0672928      0.1101425      0.0998548      0.0757200      0.0687615      0.1458749      0.1008648      0.0000000      0.0000000      0.0000000      0.0000000      0.0213592      0.4789987      0.1228860      0.0000000
      0.6868716      0.3618516      0.0144110      0.2256188      0.1602878      0.1327390      0.1321605      0.0974577      0.1391650      0.1009304      0.0000000      0.0000000      0.0057354      0.0000000      0.0394105      0.6496072      0.0787536      0.0000000
      0.7066616      0.3796182      0.3444756      0.0999569      0.1548593      0.0485275      0.1946923      0.0791249      0.1596901      0.1377397      0.0000000      0.0000000      0.0000000      0.0000000      0.0523927      0.6171469      0.0857665      0.0000000
      0.6021582      0.2856701      0.0588720      0.2211219      0.1409457      0.1438143      0.0761578      0.0721864      0.1422263      0.0687611      0.0000000      0.0000000      0.0000000      0.0000000      0.0586432      0.6129475      0.0908145      0.0000000
      0.6585270      0.3760906      0.1199414      0.1097924      0.1827767      0.1219357      0.1154144      0.0629939      0.1384918      0.1383488      0.0000000      0.0000000      0.0000000      0.0000000      0.0624499      0.5780867      0.1104444      0.0000000
      0.6619571      0.3638736      0.0997274      0.1757139      0.1309675      0.1400351      0.1429908      0.0437379      0.1303702      0.1714918      0.0000000      0.0000000      0.0140089      0.0000000      0.0039921      0.7125667      0.0841124      0.0000000
      0.5815358      0.3424775      0.1298859      0.2330563      0.1291950      0.1307968      0.0819524      0.0671853      0.1201551      0.1554947      0.0000000      0.0000000      0.0044013      0.0000000      0.0837074      0.5342834      0.0955250      0.0000000
      0.6805313      0.3354823      0.2052862      0.1459085      0.1288896      0.1657584      0.1387345      0.0526548      0.1382804      0.0958796      0.0000000      0.0000000      0.0000000      0.0000000      0.0482994      0.5794911      0.0935572      0.0000000
