FORPRINT: Wed Dec 11 12:39:36 2013
      0.6518997      0.5350383      0.7067688      0.3245321      0.0356846      0.1815118      0.1103439      0.0323424      0.2827871      0.4311260      0.0767605      0.3609160      0.0000000      0.0000000      0.1560407      1.4388150      0.0748214      0.0000000
      0.6424766      0.5923032      0.6860486      0.3161308      0.0024148      0.1896447      0.1046419      0.0475367      0.2470460      0.4805248      0.1242031      0.3300159      0.0508570      0.0000000      0.1680970      1.4480356      0.1289981      0.0000000
      0.6953544      0.5595356      0.8009809      0.2975282      0.0250753      0.0834874      0.1794654      0.0451423      0.2648331      0.4305427      0.0944898      0.4194596      0.0000000      0.0000000      0.1629596      1.5527707      0.1049590      0.0000000
      0.6766063      0.6275501      0.9559441      0.2753036           -NaN      0.1011627      0.1937131      0.0216216      0.2812169      0.4037111      0.1219572      0.4029031      0.0228736      0.0000000      0.1775218      1.3855013      0.1043542      0.0000000
      0.6569512      0.5892742      0.4919555      0.3258103      0.0501768      0.1737396      0.1184133      0.0250346      0.2519760      0.4632678      0.0788929      0.3640357      0.0182408      0.0000000      0.1774985      1.3593063      0.0771178      0.0000000
      0.6774514      0.5951173      0.8721966      0.2639104      0.0574245      0.1605258      0.0634114      0.0273301      0.2692272      0.4667657      0.1452040      0.3381444      0.0090703      0.0000000      0.1885733      1.4477940      0.1011268      0.0000000
      0.6602778      0.5948855      1.1919581      0.0793539      0.1359917      0.1348285      0.1622619      0.0516503      0.2903076      0.4828597      0.0880082      0.3873749      0.0165940      0.0000000      0.1665029      1.3674287      0.1822912      0.0000000
      0.6328743      0.5384699      0.8693174      0.1361184      0.0140667      0.0975713      0.1328457      0.0442836      0.2495943      0.4247244      0.1186937      0.3883072      0.0000000      0.0000000      0.1935162      1.6168053      0.1012666      0.0000000
      0.6142320      0.6188264      0.9679229      0.1711677      0.0299007      0.0793942      0.1618771      0.0408091      0.2882616      0.4417226      0.2085591      0.3838909      0.0000000      0.0000000      0.1570881      1.6058590      0.1066926      0.0000000
      0.7321043      0.6961733      1.0257525      0.2486772      0.0141975      0.1452210      0.1312550      0.0339940      0.2285099      0.5742121      0.0627152      0.4240801      0.0000000      0.0000000      0.1729725      1.3462205      0.1170496      0.0000000
      0.6238489      0.5604886      1.0484753      0.2317722           -NaN      0.0714035      0.1824307      0.0288836      0.2964884      0.4282658      0.1368555      0.4463353      0.0000000      0.0000000      0.1789690      1.3333502      0.1507432      0.0000000
      0.7100637      0.5660394      1.0061331      0.2553557           -NaN      0.1338294      0.1418584      0.0252750      0.3004881      0.4046681      0.1674694      0.3984753      0.0000000      0.0000000      0.1664415      1.4437746      0.0966066      0.0000000
      0.6384972      0.5063804      0.8401447      0.2170519      0.0079003      0.1149432      0.1821387      0.0246817      0.2793645      0.3866108      0.1382656      0.2936685      0.0585432      0.0000000      0.1594406      1.7072372      0.1006057      0.0000000
      0.6525401      0.5685433      0.8089377      0.1928593      0.0257984      0.0665466      0.2117954      0.0309106      0.3192796      0.3797695      0.0987321      0.4002746      0.0000000      0.0000000      0.1959478      1.5676483      0.1367396      0.0000000
      0.5796934      0.5882151      0.8988458      0.1694131      0.0386302      0.0865308      0.1015705      0.0048704      0.2621430      0.4416277      0.1421220      0.3777639      0.0000000      0.0000000      0.1854376      1.3913745      0.1367489      0.0000000
      0.7782971      0.6277907      0.7971833      0.1542018      0.1749004      0.1076147      0.1655791      0.0560208      0.2870240      0.4178800      0.0957405      0.3754524      0.0000000      0.0000000      0.1595359      1.2691542      0.1289162      0.0000000
      0.6692070      0.6041352      1.0779787      0.2043626           -NaN      0.1366919      0.1577644      0.0111358      0.2597041      0.5099824      0.1265403      0.3591143      0.0000000      0.0000000      0.1983406      1.4453229      0.1278125      0.0000000
      0.7543602      0.5488033      0.7573897      0.3242212           -NaN      0.1578575      0.1135180      0.0453573      0.2848040      0.4423020      0.1460426      0.3421469      0.0411583      0.0000000      0.1858390      1.6116755      0.1200573      0.0000000
      0.6594930      0.5372034      0.6544971      0.3382538           -NaN      0.0878329      0.1305031      0.0240686      0.2654750      0.4151655      0.1278794      0.3233452      0.0000000      0.0000000      0.1808985      1.3291095      0.1064804      0.0000000
      0.6769245      0.5763028      1.0862979      0.1706306           -NaN      0.1330771      0.1811539      0.0331636      0.3018733      0.4549285      0.1631610      0.4211752      0.0000000      0.0000000      0.1654415      1.4490148      0.1284620      0.0000000
      0.6988181      0.6177295      1.0378205      0.2352899      0.0825864      0.1276982      0.1741626      0.0460287      0.2455265      0.5225651      0.1509649      0.4081539      0.0000000      0.0000000      0.1797025      1.3929737      0.1362267      0.0000000
      0.7565578      0.5697939      1.0539429      0.2754160      0.0030253      0.1568535      0.1799790      0.0398926      0.2511486      0.5310010      0.0899612      0.3603725      0.0248956      0.0000000      0.1514477      1.3328334      0.1274281      0.0000000
      0.6194178      0.5989711      0.9064506      0.2960122           -NaN      0.0673802      0.1928725      0.0462600      0.2621588      0.5053088      0.0915656      0.3824856      0.0088277      0.0000000      0.1825506      1.5543616      0.0979247      0.0000000
      0.6479943      0.6030725      1.0118972      0.3344819           -NaN      0.1288108      0.1714856      0.0257386      0.3057030      0.4525891      0.1321358      0.4451106      0.0000000      0.0000000      0.1525711      1.4336878      0.1320302      0.0000000
      0.6830500      0.6382572      0.9025385      0.2862142           -NaN      0.1460321      0.1540214      0.0597086      0.2851647      0.4902251      0.2118732      0.2116234      0.0930926      0.0000000      0.1504020      1.4980338      0.1272705      0.0000000
      0.6676006      0.5843955      0.7769055      0.2481948      0.0129887      0.0520792      0.1234542      0.0180440      0.2854869      0.4340467      0.0483241      0.4874646      0.0005498      0.0000000      0.1647611      1.5021616      0.1158721      0.0000000
      0.6986358      0.5966801      0.9167308      0.2381111      0.0257451      0.1567304      0.1773729      0.0627982      0.2836387      0.4219942      0.1516631      0.4458482      0.0018519      0.0000000      0.1621570      1.6184145      0.1174802      0.0000000
      0.6950499      0.5574662      0.6277216      0.3532647      0.0290300      0.2033905      0.1504636      0.0217580      0.2722457      0.4574149      0.1273432      0.3213493      0.0419083      0.0000000      0.1633239      1.3694199      0.1258883      0.0000000
      0.6522164      0.5168492      0.8643873      0.1556671      0.0363690      0.1275052      0.1027551      0.0179948      0.2305136      0.4402434      0.1302312      0.2849665      0.0363901      0.0000000      0.1628928      1.6729701      0.0873398      0.0000000
      0.6480052      0.5429874      0.7828348      0.2291318      0.0499506      0.0441996      0.1266339      0.0209084      0.2688340      0.4282119      0.1595885      0.3708543      0.0000000      0.0000000      0.1616549      1.6880745      0.0977070      0.0000000
      0.6480168      0.5477984      0.8985276      0.2673377           -NaN      0.1169301      0.0968600      0.0329394      0.2907367      0.4008688      0.1296654      0.4320668      0.0000000      0.0000000      0.1455104      1.6109531      0.0923916      0.0000000
      0.6712347      0.5565708      1.0274334      0.1029548      0.0714666      0.0966200      0.1675384      0.0271139      0.2765075      0.4174003      0.0870084      0.4479600      0.0000000      0.0000000      0.1530403      1.2458963      0.1233910      0.0000000
      0.5687796      0.6177618      0.7347328      0.3205200           -NaN      0.1285057      0.1503454      0.0401396      0.2694944      0.4473314      0.1342888      0.3817963      0.0000000      0.0000000      0.1876636      1.4100051      0.1553277      0.0000000
      0.7027548      0.5910675      1.1115289      0.2083335           -NaN      0.1309001      0.2075642      0.0617586      0.3004972      0.4507538      0.1911402      0.3856250      0.0000000      0.0000000      0.1507134      1.4615531      0.1530107      0.0000000
      0.6444225      0.5398776      0.8457832      0.2145724      0.0303623      0.1074335      0.1243586      0.0218397      0.2546154      0.4468195      0.1746607      0.3261037      0.0222153      0.0000000      0.1685014      1.5029606      0.1473238      0.0000000
      0.6668382      0.5206844      0.6008580      0.3436469      0.0245925      0.1562965      0.1114372      0.0198174      0.2665438      0.4338196      0.1651676      0.3337021      0.0169507      0.0000000      0.1826295      1.6413382      0.0999888      0.0000000
      0.6371843      0.5412275      0.9556832      0.1917225           -NaN      0.0934394      0.1125636      0.0241265      0.2947353      0.4122002      0.1043710      0.3737497      0.0145514      0.0000000      0.1576942      1.3714193      0.0998401      0.0000000
      0.6350972      0.6588702      1.0389868      0.2341944      0.0457064      0.1561219      0.1537714      0.0796963      0.2547678      0.5123911      0.1663468      0.4370142      0.0000000      0.0000000      0.2031066      1.5519778      0.0902643      0.0000000
      0.6303189      0.5909747      1.1201289      0.2015464      0.0334700      0.1185538      0.1586240      0.0431710      0.2651354      0.4969352      0.1075674      0.4418513      0.0000000      0.0000000      0.1475784      1.5911374      0.0928356      0.0000000
      0.7505022      0.5605351      0.9915416      0.1387151      0.0693026      0.1351583      0.1621328      0.0428778      0.3061861      0.4202601      0.1473742      0.4052801      0.0211430      0.0000000      0.1538915      1.3181331      0.1061477      0.0000000
      0.6649581      0.5435603      0.6991034      0.2779806      0.0271121      0.1154987      0.1650996      0.0022598      0.2517922      0.4392459      0.0645067      0.3557028      0.0000000      0.0000000      0.1710950      1.4679028      0.1279290      0.0000000
      0.5825501      0.5629046      0.8989454      0.1777394      0.0653753      0.1579432      0.0958386      0.0438001      0.2683132      0.4835175      0.0899442      0.4194834      0.0000000      0.0000000      0.1361157      1.6743571      0.1089472      0.0000000
      0.7340469      0.6282532      1.0525087      0.2250454      0.0501035      0.1754900      0.1682229      0.0344910      0.2484316      0.5828934      0.1039334      0.4329829      0.0000000      0.0000000      0.1788493      1.0309817      0.1459053      0.0000000
      0.6073253      0.5426166      0.8734136      0.1607719      0.0050751      0.0747492      0.1369711      0.0000000      0.2812408      0.4320439      0.1148424      0.4358430      0.0000000      0.0000000      0.1485043      1.6518922      0.1166999      0.0000000
      0.6488171      0.5894671      0.9341149      0.2388066      0.0732080      0.0968281      0.1295300      0.0263243      0.2410432      0.4725905      0.1379213      0.3430210      0.0000000      0.0000000      0.1914831      1.4706875      0.1492806      0.0000000
      0.7833680      0.5943857      1.2917979      0.1624562      0.0117487      0.0928852      0.1596098      0.0426961      0.2568005      0.4943580      0.1798859      0.3985075      0.0178510      0.0000000      0.1217870      1.4630697      0.1119878      0.0000000
      0.7106269      0.5616612      0.5665010      0.4104345           -NaN      0.2358069      0.0901268      0.0285850      0.2856714      0.4745751      0.1823178      0.3141054      0.0430581      0.0000000      0.1754019      1.5288683      0.1107985      0.0000000
      0.6300607      0.5640858      0.5414134      0.3131402      0.1073394      0.1141203      0.1435666      0.0281998      0.2972656      0.3950519      0.1166394      0.4093232      0.0000000      0.0000000      0.1429381      1.6362092      0.0998027      0.0000000
