FORPRINT: Tue Dec 10 11:59:44 2013
      0.0000000    349.7899780     96.3642578    114.0480118      7.6216965     22.1442528     12.5786428      0.8740466      3.4969385      6.3965988      2.8715930      4.8343558      0.4026175      0.1063003      0.4567888      2.2862043      0.2812561      0.0000000
      0.0000000     29.1112061     15.8909607     24.0683861      2.8044817      5.5434432      4.3865924      0.3070372      2.3789673      3.4346137      2.0313659      3.7376268      0.0000000      0.0000000      0.4529706      1.6583142      0.3788236      0.2459294
      0.0000000     32.2415619     17.1873055     27.5952415      2.4812825      6.7357578      2.9004400      0.2321059      2.4260504      2.6591012      1.7279897      3.0649910      0.1570400      0.0234759      0.3756863      1.9218838      0.1211457      0.0000000
      0.0000000    291.3359070     95.2986450     84.5349731     10.9924021     12.2451200     12.6090422      0.3861751      2.8907382      4.4294119      2.2515070      4.2893195      0.0000000      0.0000000      0.6423151      1.4276676      0.2063725      0.0973781
      0.0000000     24.0281467      9.0330143     21.3197060      3.6012468      6.4926887      2.8797085      0.3640043      2.2321684      3.5334356      1.9407098      3.4590561      0.2445034      0.0000000      0.3897547      2.9058726      0.0000000      0.1166605
      0.0000000    220.9493561     45.5964890     82.0063171     10.2804403     16.5322647      3.9061768      0.4031379      2.6344488      4.0074277      2.2086213      3.2225533      0.1540668      0.0000000      0.4898019      1.4082885      0.1321748      0.1330383
      0.0000000    263.8773499     79.9204483     86.2008743     20.6385803     16.8799992      9.9097414      0.6965820      3.3403883      4.8648815      2.2076209      3.9621062      0.3235233      0.0000000      0.1593931      2.6787226      0.2481193      0.0678858
      0.0000000     39.3239517     25.4988346     27.1955986      2.9468386      7.5386591      4.4932461      0.5705833      2.2278345      3.5823345      1.9963392      3.2395077      0.2546851      0.1789386      0.3342133      2.5524447      0.0488951      0.0859325
      0.0000000     38.2157516     22.7248478     27.5315666      4.0949163      6.4536681      5.0029955      0.5057526      2.5735159      4.3191710      2.8653417      3.3862259      0.4227004      0.0968313      0.5734465      2.8309598      0.2788459      0.3072535
      0.0000000    265.6882935     70.8688965     72.0704498     10.4883995     13.1077490      6.7140570      0.5005745      3.0218933      3.5312042      2.1503391      3.3523293      0.0000000      0.0000000      0.1749959      2.1199968      0.0901267      0.0000000
      0.0000000    227.6386566    101.0134583     81.3867798           -NaN     22.0257072      3.9634156      0.4348570      3.0578315      3.7767017      2.7442379      3.4818318      0.2358045      0.1916467      0.1865742      1.4988906      0.4290954      0.0602049
      0.0000000    258.0144348    103.3691406     69.4415283      8.5335703     15.5735788      7.2627845      0.5515093      2.8609104      4.0666356      3.3036609      3.1688182      0.2337516      0.0400483      0.4822333      1.2355775      0.3017387      0.0316865
      0.0000000    208.4731598     59.1289062     88.7495728     11.4549389     20.8058510      6.9989934      0.6550339      2.8859932      4.3750768      2.4884334      3.3415420      0.4481044      0.1822584      0.4089655      2.1854653      0.0967366      0.0000000
      0.0000000     60.2746277     31.0478821     35.1014671      8.1333466     12.2812347      5.7332001      0.9873816      3.0305121      3.9606004      2.8793733      4.2046208      0.3436543      0.3080977      0.1964476      2.6407096      0.0000000      0.2199630
      0.0000000     87.7773285     29.1322861     55.4624710      0.0236107     11.1840181      4.8288012      0.3696463      2.6680703      3.6497128      2.2626154      3.2813315      0.1581753      0.0000000      0.3951577      1.7310622      0.1965664      0.0908421
      0.0000000    227.2426300     26.8966732     95.7827148           -NaN     16.7614822      6.5451627      0.2485229      2.7034688      3.5048957      2.4420636      3.6194615      0.0120929      0.0000000      0.4237786      1.6886657      0.1795112      0.1158336
      0.0000000    297.6297302     60.3147888    105.5502777           -NaN     22.9221840      7.7700176      0.8387601      2.9610960      4.8739548      2.4591603      3.8166981      0.2614366      0.0000000      0.3536020      2.3093934      0.1194704      0.0612487
      0.0000000    247.0734711     62.1381531     85.3919907      5.3828740     13.2937269     10.4479961      0.6379414      2.6272416      4.3598971      2.4097304      3.0780106      0.3607484      0.0000000      0.4292858      1.8278695      0.2042506      0.0956681
      0.0000000     24.8043880     21.1424561     19.0421314      2.8253429      4.7006521      3.8322814      0.2282889      2.2082567      2.7051504      1.4439085      3.1901507      0.2489574      0.0000000      0.4086634      2.0895963      0.2205252      0.0000000
      0.0000000    178.0731354     27.1430626     75.0972061     16.7867699     14.0156221      7.0148573      0.3597350      2.4870763      3.8972807      1.9105493      3.1315916      0.0000000      0.0052992      0.3408551      1.4415283      0.3276720      0.1516010
      0.0000000    215.6597900     63.0056343     83.2815475      0.0623501     16.6854343      5.3024344      0.4727943      3.0687990      2.9737461      2.5031590      3.3978722      0.3922791      0.0376892      0.3516000      1.6418279      0.0939504      0.0441143
      0.0000000    270.0303345     72.6682968     91.9280167     12.5309963     11.8429127      7.4320931      0.7096834      2.8551028      4.4802003      2.5743382      2.9128835      0.7850012      0.0000000      0.4795431      2.1677039      0.1504072      0.1254113
      0.0000000     33.7375336     10.1448421     30.4134274      2.4989109      6.0825562      4.5027938      0.0265788      2.5897858      2.6644933      1.9407035      3.2644143      0.0816804      0.0000000      0.3178967      2.1617084      0.2247494      0.0608655
      0.0000000    270.0329285     52.2625885     99.6422577     10.4251156     20.3181992      7.0974412      0.6328042      3.4384284      4.7029691      2.5108459      4.4804111      0.0812335      0.0978879      0.2082649      2.4286704      0.1114953      0.0671397
      0.0000000     28.2106400     15.9008217     22.2287827      3.8682096      4.5618734      4.9067225      0.6448631      2.6099017      3.0971427      2.4879885      3.6178887      0.2544558      0.0000000      0.5747215      3.4132500      0.1721592      0.0000000
      0.0000000    153.3751373     31.2601776     71.5196991     13.2623434     14.6700163      9.3708534      0.2341922      2.8602707      5.1091018      2.7963307      3.4095941      0.4347486      0.0000000      0.2011289      3.2137668      0.0000000      0.0311459
      0.0000000     46.4185104     35.4584846     31.9233780      2.6396556      6.2150021      5.3137579      0.3936282      2.3103135      3.8900037      2.2414169      2.8677537      0.3518603      0.0278080      0.3391685      2.5562387      0.0004599      0.0410086
      0.0000000    198.8221436     74.5475693     59.6326599      9.8427362     16.6135883      3.6403408      0.4528144      2.3333268      3.6761885      2.0832684      2.9023247      0.2250822      0.1396921      0.3698821      0.8577559      0.2969073      0.0825524
      0.0000000    278.5438538     62.1917877     93.2117233     10.7350035     15.5149288      9.3150902      0.6066951      3.0618320      4.2109852      2.6753044      3.1081607      0.6707547      0.0832768      0.4433424      1.9585272      0.0821028      0.1959987
      0.0000000     97.2423019     26.3556366     46.9951172     20.4736347      8.9888153      7.2280602      0.5176947      2.4285774      4.1053853      2.1981153      3.7922502      0.0752074      0.0954390      0.1989250      2.0493152      0.1373256      0.1107723
      0.0000000    208.2962494     31.4842052     97.9566345     11.5183916     19.4183483     11.2251015      0.9064192      3.5774670      5.8239408      3.3843565      4.4275651      0.2663425      0.0014153      0.4964728      3.9312384      0.0472373      0.1464030
      0.0000000    280.9657898     59.2926903     85.7118073     11.6896067     18.0536270      6.3432937      0.5688747      2.7325976      5.1289043      2.4017725      3.8824170      0.0483050      0.1052241      0.5773163      1.8767568      0.1971516      0.1284151
      0.0000000    238.9918976     58.2894363     77.4444199      6.9066973     18.0719910      6.5791373      0.6626526      2.7688811      3.2963493      2.3794072      2.8265402      0.3254250      0.0000000      0.3699163      1.4089575      0.2120954      0.0192885
      0.0000000     57.6085358     47.0247383     35.3415146           -NaN      8.3595982      4.4598808      0.2128439      2.0093160      3.5934987      1.7231898      2.9134336      0.0093092      0.0000000      0.1528755      1.7548628      0.1971020      0.0942731
