      0.2805726	9.30555e-02
      1.0199211	1.35940e-01
      1.2597021	3.58553e-01
      1.3916100	1.57970e-01
      1.0131236	1.20085e-01
      0.4846458	7.32710e-02
      0.7683488	7.42847e-02
      0.0654075	1.85522e-02
      0.7252986	2.87557e-02
      0.9435712	5.28965e-02
      0.3076964	3.75862e-02
      0.8190392	6.42792e-02
      0.0393033	2.69656e-02
      0.0000000	0.00000e+00
      0.2231063	1.59656e-02
      1.2697440	7.65510e-02
      0.1594094	2.00597e-02
      0.0252832	1.56426e-02
