      0.2753016	4.38542e-02
      1.0173677	6.34875e-02
      1.3197730	1.88573e-01
      1.1658477	7.73011e-02
      0.8902090	5.47502e-02
      0.3151816	3.69399e-02
      0.6952267	3.84444e-02
      0.0690304	1.06626e-02
      0.6554239	1.70119e-02
      0.9271683	3.34348e-02
      0.3542160	2.32263e-02
      0.7855039	4.22756e-02
      0.0607333	2.17131e-02
      0.0000000	1.86444e-04
      0.2698343	1.28729e-02
      0.9374752	5.72323e-02
      0.1218094	1.00345e-02
      0.0244521	1.48368e-02
