      0.3863641	8.07992e-02
      1.1602479	1.38665e-01
      1.2719460	2.24839e-01
      1.1541374	9.42771e-02
      0.9820877	7.66802e-02
      0.4256687	4.45287e-02
      0.4729886	3.94097e-02
      0.0905205	1.17151e-02
      0.6005341	1.61031e-02
      0.8477193	3.16807e-02
      0.4261006	2.60175e-02
      0.7610075	4.00526e-02
      0.0206846	1.56954e-02
      0.0000000	6.85844e-04
      0.1924349	9.44453e-03
      0.9802164	5.31199e-02
      0.0860255	9.35480e-03
      0.0151209	9.09285e-03
