#    lambda_um    Flux_Jy   Sigma_Jy    AOT ident.
      3.27840      1445.76      11.7362      3.00000
      3.27900      1486.82      19.7910      4.00000
      3.27955      1477.64      15.8623      4.00000
      3.28008      1423.04      12.4561      3.00000
      3.28169      1396.66      5.55661      3.00000
      3.28221      1447.76      6.09926      4.00000
      3.28331      1391.78      4.74470      3.00000
      3.28415      1444.77      6.15485      4.00000
      3.28499      1390.36      4.13472      3.00000
      3.28511      1446.28      6.45639      4.00000
      3.28661      1397.18      5.11605      3.00000
      3.28680      1455.87      9.27199      4.00000
      3.28824      1463.32      8.79860      4.00000
      3.28839      1411.75      5.38739      3.00000
      3.28974      1418.01      5.19298      3.00000
      3.29017      1458.42      8.24407      4.00000
      3.29179      1424.08      4.10031      3.00000
      3.29211      1444.92      9.20003      4.00000
      3.29308      1423.07      3.23443      3.00000
      3.29326      1448.32      7.09073      4.00000
      3.29498      1460.89      10.7289      4.00000
      3.29525      1425.48      4.34657      3.00000
      3.29663      1434.01      5.00819      3.00000
      3.29690      1477.72      12.0160      4.00000
      3.29798      1442.44      6.10256      3.00000
      3.29814      1490.10      11.2032      4.00000
      3.29990      1456.81      6.30930      3.00000
      3.30011      1500.60      8.44174      4.00000
      3.30130      1501.64      6.77412      4.00000
      3.30146      1464.30      5.29050      3.00000
      3.30308      1467.96      3.41441      3.00000
      3.30329      1498.68      8.12532      4.00000
      3.30487      1462.67      3.63734      3.00000
      3.30493      1492.55      7.81950      4.00000
      3.30636      1450.16      7.81363      3.00000
      3.30661      1489.59      8.31572      4.00000
      3.30785      1487.53      8.96234      4.00000
      3.30794      1446.67      8.67242      3.00000
      3.30976      1441.25      9.00363      3.00000
      3.30999      1485.48      8.76773      4.00000
      3.31143      1433.78      12.7924      3.00000
      3.31165      1466.10      12.2075      4.00000
      3.31282      1455.79      9.68135      4.00000
      3.31321      1425.96      12.8787      3.00000
      3.31480      1451.26      9.28775      4.00000
      3.31480      1409.26      10.6782      3.00000
      3.31649      1398.93      9.68461      3.00000
      3.31699      1458.88      7.09437      4.00000
      3.31828      1396.46      9.47438      3.00000
      3.31864      1464.67      3.85324      4.00000
      3.31947      1392.54      9.46927      3.00000
      3.31993      1464.87      3.10716      4.00000
      3.32125      1397.44      12.6357      3.00000
      3.32159      1460.88      2.75238      4.00000
      3.32282      1465.54      4.41695      4.00000
      3.32303      1405.73      13.4823      3.00000
      3.32474      1477.66      6.32677      4.00000
      3.32482      1421.99      14.9415      3.00000
      3.32630      1433.97      13.7036      3.00000
      3.32643      1483.69      6.10019      4.00000
      3.32769      1443.42      11.4951      3.00000
      3.32788      1487.49      6.66200      4.00000
      3.32970      1451.18      9.28061      3.00000
      3.32981      1471.33      7.35693      4.00000
      3.33138      1449.98      7.69764      3.00000
      3.33174      1447.23      10.9724      4.00000
      3.33296      1439.95      9.00556      3.00000
      3.33298      1428.64      12.0136      4.00000
      3.33434      1419.66      11.2865      3.00000
      3.33485      1408.50      10.6080      4.00000
      3.33633      1391.70      11.1044      3.00000
      3.33653      1394.95      4.77681      4.00000
      3.33822      1363.97      6.16624      3.00000
      3.33845      1389.96      2.38367      4.00000
      3.33945      1390.35      3.00290      4.00000
      3.33980      1366.34      7.34229      3.00000
      3.34093      1393.42      3.01395      4.00000
      3.34132      1375.23      8.61523      3.00000
      3.34236      1402.30      11.2080      4.00000
      3.34328      1395.49      9.40474      3.00000
      3.34446      1411.97      5.24783      3.00000
      3.34579      1446.09      12.4144      4.00000
      3.34642      1431.96      6.29610      3.00000
      3.34677      1450.85      9.35116      4.00000
      3.34769      1458.59      6.84539      4.00000
      3.34801      1446.87      6.19240      3.00000
      3.34962      1449.12      5.49533      4.00000
      3.34979      1459.08      5.27206      3.00000
      3.35128      1463.17      3.34865      3.00000
      3.35155      1443.49      5.74779      4.00000
      3.35289      1461.20      5.16896      3.00000
      3.35300      1438.77      3.17388      4.00000
      3.35466      1440.64      2.40571      4.00000
      3.35486      1446.80      5.20076      3.00000
      3.35634      1441.80      2.76012      4.00000
      3.35635      1438.77      5.05216      3.00000
      3.35811      1428.81      3.33514      3.00000
      3.35882      1451.68      5.08627      4.00000
      3.35930      1427.26      3.13976      3.00000
      3.36048      1460.34      5.11907      4.00000
      3.36120      1428.83      3.71785      3.00000
      3.36146      1465.56      3.43353      4.00000
      3.36276      1430.59      3.95313      3.00000
      3.36339      1475.29      4.45776      4.00000
      3.36464      1474.50      6.44591      4.00000
      3.36493      1432.09      1.54776      3.00000
      3.36630      1431.87      1.52425      3.00000
      3.36679      1474.89      6.06067      4.00000
      3.36801      1433.22      2.81523      3.00000
      3.36823      1470.95      5.35202      4.00000
      3.36979      1443.04      4.51199      3.00000
      3.37011      1465.68      4.97170      4.00000
      3.37136      1463.32      3.63661      4.00000
      3.37175      1444.47      7.02644      3.00000
      3.37293      1443.20      8.03531      3.00000
      3.37350      1462.00      4.50475      4.00000
      3.37473      1465.06      4.53489      4.00000
      3.37491      1439.57      8.12841      3.00000
      3.37639      1433.43      8.20876      3.00000
      3.37670      1467.73      4.96087      4.00000
      3.37835      1469.71      5.02059      4.00000
      3.37840      1432.69      6.85326      3.00000
      3.37987      1435.68      5.98618      3.00000
      3.38030      1470.13      4.28375      4.00000
      3.38183      1429.38      6.94976      3.00000
      3.38196      1470.85      4.41714      4.00000
      3.38341      1424.31      7.77641      3.00000
      3.38389      1468.37      4.27551      4.00000
      3.38496      1423.74      7.85170      3.00000
      3.38513      1463.77      5.11660      4.00000
      3.38648      1416.69      8.12686      3.00000
      3.38729      1447.19      8.77898      4.00000
      3.38852      1435.53      7.94694      4.00000
      3.38862      1411.78      8.67275      3.00000
      3.39000      1399.73      8.50207      3.00000
      3.39042      1413.24      8.51445      4.00000
      3.39184      1398.62      8.78850      4.00000
      3.39200      1369.31      11.3741      3.00000
      3.39348      1341.09      11.7455      3.00000
      3.39403      1385.05      7.35940      4.00000
      3.39522      1380.53      5.86295      4.00000
      3.39543      1314.18      8.85986      3.00000
      3.39704      1322.30      10.3939      3.00000
      3.39718      1385.17      5.51036      4.00000
      3.39842      1389.68      4.15376      4.00000
      3.39859      1336.86      13.6566      3.00000
      3.40006      1362.52      15.6215      3.00000
      3.40033      1399.87      6.25419      4.00000
      3.40204      1410.77      6.26850      4.00000
      3.40223      1393.27      6.82402      3.00000
      3.40372      1399.48      6.57208      3.00000
      3.40392      1421.37      3.46699      4.00000
      3.40549      1405.36      4.80968      3.00000
      3.40562      1427.40      3.64443      4.00000
      3.40707      1404.05      4.72456      3.00000
      3.40709      1430.41      3.55466      4.00000
      3.40902      1435.29      4.36811      4.00000
      3.40902      1403.33      5.84946      3.00000
      3.41061      1403.51      6.13188      3.00000
      3.41095      1443.02      4.04814      4.00000
      3.41185      1445.16      4.22070      4.00000
      3.41216      1404.71      6.40439      3.00000
      3.41346      1406.37      7.44531      3.00000
      3.41410      1450.26      2.03523      4.00000
      3.41501      1451.61      1.44823      4.00000
      3.41564      1413.91      6.12413      3.00000
      3.41750      1424.48      6.88453      3.00000
      3.41765      1458.80      3.82942      4.00000
      3.41906      1434.37      3.24888      3.00000
      3.41963      1462.79      3.43440      4.00000
      3.42063      1433.90      2.95654      3.00000
      3.42082      1464.65      3.50911      4.00000
      3.42210      1466.08      2.68434      4.00000
      3.42231      1435.68      2.40495      3.00000
      3.42435      1431.35      2.74168      3.00000
      3.42471      1466.08      2.64477      4.00000
      3.42583      1429.66      2.92224      3.00000
      3.42618      1469.78      3.81078      4.00000
      3.42760      1460.33      9.24754      4.00000
      3.42760      1430.68      3.07366      3.00000
      3.42949      1428.99      4.50497      3.00000
      3.42949      1451.44      10.9165      4.00000
      3.43104      1427.08      5.05868      3.00000
      3.43141      1437.49      11.2253      4.00000
      3.43261      1425.55      6.21073      3.00000
      3.43289      1429.12      8.97166      4.00000
      3.43411      1428.15      8.33447      4.00000
      3.43455      1421.12      6.79445      3.00000
      3.43606      1420.51      7.49011      3.00000
      3.43608      1431.06      8.89712      4.00000
      3.43800      1430.95      9.75732      4.00000
      3.43820      1416.07      7.77668      3.00000
      3.43938      1412.56      7.18460      3.00000
      3.43967      1428.41      9.07203      4.00000
      3.44156      1403.78      6.44920      3.00000
      3.44161      1424.79      7.58689      4.00000
      3.44256      1421.77      6.49451      4.00000
      3.44291      1396.28      7.00587      3.00000
      3.44497      1391.02      9.01898      3.00000
      3.44519      1390.11      17.1253      4.00000
      3.44657      1385.94      10.1859      3.00000
      3.44667      1371.00      14.8418      4.00000
      3.44811      1380.75      11.7744      3.00000
      3.44883      1358.86      10.1428      4.00000
      3.44980      1357.72      9.34001      4.00000
      3.44998      1371.83      12.9588      3.00000
      3.45170      1371.19      9.46827      4.00000
      3.45173      1361.17      11.4289      3.00000
      3.45321      1348.84      10.7913      3.00000
      3.45363      1366.44      11.7746      4.00000
      3.45531      1364.87      13.2403      4.00000
      3.45537      1339.32      7.28727      3.00000
      3.45691      1341.10      7.16537      3.00000
      3.45749      1348.57      10.6690      4.00000
      3.45849      1350.73      7.34019      3.00000
      3.45919      1339.43      8.43437      4.00000
      3.46041      1338.60      10.1363      4.00000
      3.46045      1365.65      6.90581      3.00000
      3.46167      1353.00      12.1948      4.00000
      3.46172      1375.63      5.00884      3.00000
      3.46425      1383.48      4.30978      3.00000
      3.46427      1384.91      15.0842      4.00000
      3.46538      1390.19      5.45347      3.00000
      3.46575      1395.65      8.78719      4.00000
      3.46739      1398.58      6.50541      4.00000
      3.46758      1405.19      6.05182      3.00000
      3.46837      1403.40      7.20453      4.00000
      3.46907      1415.32      4.26923      3.00000
      3.47082      1424.53      3.15295      3.00000
      3.47097      1394.32      7.49985      4.00000
      3.47198      1426.87      2.53631      3.00000
      3.47245      1398.13      13.3707      4.00000
      3.47406      1426.66      1.90331      3.00000
      3.47465      1422.29      14.0486      4.00000
      3.47565      1429.14      12.7415      4.00000
      3.47620      1425.80      2.32869      3.00000
      3.47756      1430.23      10.2088      4.00000
      3.47770      1421.16      3.01238      3.00000
      3.47923      1429.23      8.91747      4.00000
      3.47924      1415.85      4.15400      3.00000
      3.48116      1418.95      10.1565      4.00000
      3.48119      1411.43      4.41427      3.00000
      3.48273      1406.25      4.80347      3.00000
      3.48307      1417.27      8.51369      4.00000
      3.48471      1401.26      4.84970      3.00000
      3.48502      1409.11      6.93176      4.00000
      3.48622      1404.33      7.84735      4.00000
      3.48624      1395.17      6.02329      3.00000
      3.48811      1384.71      4.23351      3.00000
      3.48814      1396.47      8.63554      4.00000
      3.48978      1393.72      10.6809      4.00000
      3.48987      1379.52      4.27497      3.00000
      3.49123      1377.93      3.80352      3.00000
      3.49155      1407.17      12.9746      4.00000
      3.49319      1411.06      10.8724      4.00000
      3.49348      1377.44      8.38485      3.00000
      3.49502      1374.81      11.6603      3.00000
      3.49514      1410.64      10.7672      4.00000
      3.49700      1373.24      13.6803      3.00000
      3.49706      1401.20      11.4714      4.00000
      3.49853      1375.51      13.1385      3.00000
      3.49900      1400.97      9.98564      4.00000
      3.50039      1378.87      13.4925      3.00000
      3.50065      1399.53      11.0512      4.00000
      3.50228      1381.17      10.6123      3.00000
      3.50257      1394.34      10.8722      4.00000
      3.50382      1379.09      9.20750      3.00000
      3.50450      1395.94      4.90694      4.00000
      3.50574      1395.11      3.83738      4.00000
      3.50576      1368.71      9.05595      3.00000
      3.50722      1389.13      5.17295      4.00000
      3.50730      1351.59      11.0402      3.00000
      3.50885      1382.84      6.00897      4.00000
      3.50927      1327.04      12.1870      3.00000
      3.50979      1373.99      7.23734      4.00000
      3.51081      1319.85      12.3962      3.00000
      3.51226      1307.23      11.8710      3.00000
      3.51296      1365.92      2.94059      4.00000
      3.51455      1296.70      11.4227      3.00000
      3.51490      1355.31      9.14820      4.00000
      3.51608      1292.69      7.85657      3.00000
      3.51753      1341.68      8.69403      4.00000
      3.51803      1279.35      5.77448      3.00000
      3.51850      1340.03      9.28696      4.00000
      3.51956      1275.26      4.48438      3.00000
      3.52041      1337.68      8.75669      4.00000
      3.52097      1338.01      8.53154      4.00000
      3.52153      1278.66      5.66599      3.00000
      3.52288      1342.93      9.49792      4.00000
      3.52306      1286.29      6.34314      3.00000
      3.52492      1309.39      10.7306      3.00000
      3.52506      1354.06      10.9064      4.00000
      3.52680      1328.07      7.28553      3.00000
      3.52698      1373.68      10.2842      4.00000
      3.52814      1339.94      5.62059      3.00000
      3.52864      1385.54      8.81756      4.00000
      3.53027      1396.87      6.31804      4.00000
      3.53027      1351.12      2.49992      3.00000
      3.53180      1352.34      2.87512      3.00000
      3.53248      1405.75      3.52558      4.00000
      3.53377      1352.88      3.21018      3.00000
      3.53439      1403.62      6.24038      4.00000
      3.53530      1352.96      3.08989      3.00000
      3.53563      1402.14      7.01557      4.00000
      3.53734      1349.88      3.24704      3.00000
      3.53758      1391.95      6.27625      4.00000
      3.53876      1388.82      4.78646      4.00000
      3.53904      1346.20      2.90577      3.00000
      3.54073      1386.28      3.90635      4.00000
      3.54084      1345.52      2.93693      3.00000
      3.54235      1380.68      4.02032      4.00000
      3.54269      1342.10      2.55473      3.00000
      3.54430      1379.65      3.63677      4.00000
      3.54443      1343.70      2.93366      3.00000
      3.54618      1345.98      2.60689      3.00000
      3.54619      1379.26      3.20047      4.00000
      3.54764      1344.32      2.24680      3.00000
      3.54811      1385.85      4.01287      4.00000
      3.54906      1390.80      1.81599      4.00000
      3.54995      1345.05      1.89266      3.00000
      3.55153      1344.96      1.38036      3.00000
      3.55224      1393.96      2.25249      4.00000
      3.55275      1394.08      1.21023      4.00000
      3.55355      1343.61      2.20855      3.00000
      3.55490      1347.84      2.65439      3.00000
      3.55566      1393.16     0.913304      4.00000
      3.55662      1393.50     0.820114      4.00000
      3.55705      1354.08      4.20793      3.00000
      3.55852      1395.75      1.27845      4.00000
      3.55858      1358.35      4.04914      3.00000
      3.56021      1394.19      3.13566      4.00000
      3.56042      1361.81      3.88919      3.00000
      3.56216      1362.34      3.73240      3.00000
      3.56240      1389.11      3.59661      4.00000
      3.56389      1357.02      4.23616      3.00000
      3.56431      1380.97      3.68068      4.00000
      3.56575      1346.23      5.44975      3.00000
      3.56595      1370.50      5.54294      4.00000
      3.56728      1338.44      6.40917      3.00000
      3.56786      1357.32      5.93894      4.00000
      3.56941      1320.31      5.81416      3.00000
      3.57003      1341.89      7.05444      4.00000
      3.57060      1340.62      6.48979      4.00000
      3.57077      1312.23      6.54664      3.00000
      3.57250      1338.77      7.06583      4.00000
      3.57278      1301.84      5.85282      3.00000
      3.57347      1339.48      9.15847      4.00000
      3.57474      1299.46      5.23798      3.00000
      3.57637      1343.49      5.69670      4.00000
      3.57678      1307.60      7.96894      3.00000
      3.57803      1347.40      4.96621      4.00000
      3.57811      1322.91      8.17340      3.00000
      3.58024      1340.08      6.75000      3.00000
      3.58090      1353.64      4.30603      4.00000
      3.58176      1351.99      4.77495      3.00000
      3.58186      1349.07      4.54197      4.00000
      3.58363      1347.28      5.52906      3.00000
      3.58379      1348.52      5.37854      4.00000
      3.58535      1332.46      8.20146      3.00000
      3.58569      1341.57      7.21742      4.00000
      3.58726      1310.68      8.85077      3.00000
      3.58761      1337.38      8.38103      4.00000
      3.58914      1293.97      5.77082      3.00000
      3.58952      1330.32      9.12645      4.00000
      3.59035      1330.34      10.2766      4.00000
      3.59047      1288.57      4.31200      3.00000
      3.59225      1337.79      11.9324      4.00000
      3.59258      1305.52      7.30090      3.00000
      3.59421      1346.38      12.3424      4.00000
      3.59446      1323.39      7.57390      3.00000
      3.59611      1354.61      10.6922      4.00000
      3.59625      1337.90      4.90082      3.00000
      3.59777      1357.14      8.56137      4.00000
      3.59790      1339.71      2.75749      3.00000
      3.59941      1360.46      8.55690      4.00000
      3.59995      1336.27      3.35743      3.00000
      3.60147      1334.26      3.11095      3.00000
      3.60160      1369.48      6.93340      4.00000
      3.60353      1375.98      6.23652      4.00000
      3.60358      1328.65      4.40597      3.00000
      3.60491      1326.25      5.00962      3.00000
      3.60543      1378.80      4.82078      4.00000
      3.60705      1322.86      5.23403      3.00000
      3.60735      1376.69      4.72942      4.00000
      3.60878      1322.49      5.78486      3.00000
      3.60926      1377.16      4.75385      4.00000
      3.61010      1378.76      5.02553      4.00000
      3.61080      1323.51      5.00266      3.00000
      3.61199      1382.16      5.27534      4.00000
      3.61236      1322.54      4.13789      3.00000
      3.61395      1381.54      4.35217      4.00000
      3.61437      1317.54      3.60218      3.00000
      3.61570      1317.31      2.94487      3.00000
      3.61585      1377.44      3.24129      4.00000
      3.61751      1370.82      3.49071      4.00000
      3.61801      1309.78      7.10591      3.00000
      3.61915      1368.06      3.07920      4.00000
      3.61936      1303.77      8.95978      3.00000
      3.62134      1366.78      2.76393      4.00000
      3.62175      1291.72      10.4340      3.00000
      3.62326      1362.30      4.72136      4.00000
      3.62331      1284.23      8.43602      3.00000
      3.62517      1358.08      4.98378      4.00000
      3.62534      1287.60      8.83054      3.00000
      3.62666      1283.03      8.65414      3.00000
      3.62708      1349.26      3.72264      4.00000
      3.62896      1271.31      9.62959      3.00000
      3.62899      1339.03      5.52369      4.00000
      3.63029      1261.37      11.1748      3.00000
      3.63055      1326.17      9.17091      4.00000
      3.63234      1239.93      10.0617      3.00000
      3.63244      1313.23      8.63655      4.00000
      3.63425      1224.19      10.5887      3.00000
      3.63435      1298.71      3.74723      4.00000
      3.63630      1295.79      3.33806      4.00000
      3.63630      1211.73      10.8617      3.00000
      3.63748      1295.23      3.25625      4.00000
      3.63763      1216.55      9.95548      3.00000
      3.63944      1296.75      3.28798      4.00000
      3.63973      1217.42      12.2819      3.00000
      3.64105      1299.48      3.17538      4.00000
      3.64124      1232.40      12.6428      3.00000
      3.64299      1305.95      3.72573      4.00000
      3.64337      1245.12      11.5664      3.00000
      3.64508      1254.60      11.4726      3.00000
      3.64516      1309.82      3.37828      4.00000
      3.64671      1255.28      9.61919      3.00000
      3.64710      1313.73      3.92156      4.00000
      3.64865      1258.85      10.3930      3.00000
      3.64899      1313.37      3.97149      4.00000
      3.65083      1258.49      8.55792      3.00000
      3.65094      1311.91      4.65614      4.00000
      3.65216      1254.35      9.22692      3.00000
      3.65285      1306.37      5.49775      4.00000
      3.65428      1241.99      10.1497      3.00000
      3.65474      1302.42      4.08843      4.00000
      3.65600      1228.37      8.12588      3.00000
      3.65670      1296.71      4.79176      4.00000
      3.65789      1294.04      3.16096      4.00000
      3.65801      1224.37      9.84048      3.00000
      3.65955      1225.79      8.65890      3.00000
      3.65985      1291.67      3.78980      4.00000
      3.66109      1288.00      3.10482      4.00000
      3.66177      1238.31      7.20386      3.00000
      3.66297      1292.16      4.02897      4.00000
      3.66347      1242.98      6.92587      3.00000
      3.66517      1293.11      5.86274      4.00000
      3.66518      1258.29      5.82598      3.00000
      3.66704      1264.51      4.76414      3.00000
      3.66708      1298.08      7.34600      4.00000
      3.66871      1299.07      7.51508      4.00000
      3.66881      1268.47      4.75103      3.00000
      3.67064      1270.29      4.17755      3.00000
      3.67090      1303.04      8.24495      4.00000
      3.67249      1266.94      4.58177      3.00000
      3.67285      1301.87      7.71288      4.00000
      3.67438      1264.61      5.51939      3.00000
      3.67475      1298.92      5.48930      4.00000
      3.67609      1262.64      6.27342      3.00000
      3.67668      1296.94      5.06008      4.00000
      3.67821      1258.85      6.65688      3.00000
      3.67860      1295.25      5.08283      4.00000
      3.67953      1260.96      7.67533      3.00000
      3.68022      1293.96      5.12855      4.00000
      3.68170      1268.50      6.79977      3.00000
      3.68214      1290.56      5.17643      4.00000
      3.68363      1268.32      6.57006      3.00000
      3.68367      1286.14      5.83200      4.00000
      3.68524      1269.68      4.43535      3.00000
      3.68557      1279.18      5.33012      4.00000
      3.68680      1278.07      4.62620      4.00000
      3.68696      1271.36      3.25466      3.00000
      3.68871      1277.15      4.45035      4.00000
      3.68906      1278.73      3.78193      3.00000
      3.69061      1279.75      4.21552      4.00000
      3.69097      1277.69      4.97347      3.00000
      3.69256      1276.46      4.64602      4.00000
      3.69287      1264.15      8.36842      3.00000
      3.69447      1265.75      5.04001      4.00000
      3.69450      1246.30      10.7450      3.00000
      3.69639      1253.77      5.01979      4.00000
      3.69653      1225.97      7.14715      3.00000
      3.69831      1244.67      4.53415      4.00000
      3.69879      1224.20      4.91553      3.00000
      3.70012      1226.40      4.65515      3.00000
      3.70024      1237.74      2.73657      4.00000
      3.70184      1229.85      4.10453      3.00000
      3.70214      1233.26      2.68550      4.00000
      3.70355      1226.74      3.89219      3.00000
      3.70405      1228.14      3.04074      4.00000
      3.70572      1223.62      4.94308      3.00000
      3.70596      1232.13      4.14645      4.00000
      3.70719      1234.51      6.00657      4.00000
      3.70764      1224.32      5.14399      3.00000
      3.70924      1232.29      7.40727      3.00000
      3.71007      1261.64      9.80157      4.00000
      3.71096      1242.98      6.82161      3.00000
      3.71132      1271.92      6.68865      4.00000
      3.71322      1281.21      5.68731      4.00000
      3.71324      1256.00      6.24216      3.00000
      3.71496      1263.90      6.65921      3.00000
      3.71513      1286.51      4.73824      4.00000
      3.71658      1265.29      6.76781      3.00000
      3.71703      1287.44      4.71240      4.00000
      3.71830      1285.74      4.98425      4.00000
      3.71866      1267.34      6.51518      3.00000
      3.72024      1285.74      4.09457      4.00000
      3.72077      1265.45      7.76129      3.00000
      3.72238      1264.11      8.06638      3.00000
      3.72241      1284.61      5.53912      4.00000
      3.72408      1265.97      8.55344      3.00000
      3.72431      1289.34      5.58803      4.00000
      3.72595      1288.69      5.99230      4.00000
      3.72635      1271.90      8.35118      3.00000
      3.72784      1286.36      7.54371      4.00000
      3.72806      1265.93      7.92635      3.00000
      3.72966      1255.22      9.06094      3.00000
      3.73002      1276.32      7.79141      4.00000
      3.73175      1230.29      9.34065      3.00000
      3.73198      1269.61      7.73725      4.00000
      3.73378      1212.68      8.22659      3.00000
      3.73388      1264.32      5.84068      4.00000
      3.73547      1206.79      8.47878      3.00000
      3.73580      1259.23      4.64074      4.00000
      3.73716      1212.88      9.58848      3.00000
      3.73772      1257.97      4.07136      4.00000
      3.73918      1231.97      10.4664      3.00000
      3.73964      1259.28      4.09076      4.00000
      3.74115      1246.00      8.97353      3.00000
      3.74154      1260.38      3.79129      4.00000
      3.74276      1251.66      6.52337      3.00000
      3.74345      1270.87      4.87908      4.00000
      3.74486      1251.30      5.98995      3.00000
      3.74536      1279.70      5.73340      4.00000
      3.74683      1249.81      6.05139      3.00000
      3.74725      1288.08      7.21709      4.00000
      3.74853      1252.31      6.27045      3.00000
      3.74884      1289.60      7.61862      4.00000
      3.75024      1253.76      6.58471      3.00000
      3.75072      1289.34      8.19625      4.00000
      3.75224      1250.84      5.49375      3.00000
      3.75262      1288.13      8.38676      4.00000
      3.75385      1288.10      8.06055      4.00000
      3.75432      1250.14      5.01409      3.00000
      3.75574      1284.47      7.99333      4.00000
      3.75593      1243.11      4.87374      3.00000
      3.75769      1277.08      7.52088      4.00000
      3.75791      1234.39      5.03732      3.00000
      3.75963      1268.83      6.94388      4.00000
      3.75971      1225.17      4.91981      3.00000
      3.76153      1258.11      5.02764      4.00000
      3.76177      1219.18      3.04942      3.00000
      3.76330      1215.64      2.82071      3.00000
      3.76341      1252.56      4.12974      4.00000
      3.76534      1251.81      3.92005      4.00000
      3.76545      1211.98      4.05457      3.00000
      3.76722      1256.15      4.36362      4.00000
      3.76736      1203.57      3.41515      3.00000
      3.76926      1196.32      3.86952      3.00000
      3.76940      1260.15      4.33186      4.00000
      3.77037      1191.41      3.27204      3.00000
      3.77136      1259.83      4.09711      4.00000
      3.77150      1189.94      3.51149      3.00000
      3.77208      1185.67      4.59743      3.00000
      3.77326      1252.85      4.69877      4.00000
      3.77518      1241.71      5.37270      4.00000
      3.77681      1235.56      5.82192      4.00000
      3.77897      1234.80      4.78899      4.00000
      3.78092      1238.57      6.62085      4.00000
      3.78282      1245.28      5.51417      4.00000
      3.78406      1249.48      5.11042      4.00000
      3.78662      1253.72      6.60769      4.00000
      3.78821      1262.90      7.78398      4.00000
      3.79009      1270.66      7.37936      4.00000
      3.79199      1276.70      5.52166      4.00000
      3.79389      1273.02      3.97669      4.00000
      3.79578      1264.42      3.57986      4.00000
      3.79773      1256.94      2.64620      4.00000
      3.79962      1252.16      2.72164      4.00000
      3.80087      1248.64      3.17323      4.00000
      3.80306      1248.03      3.88331      4.00000
      3.80496      1250.19      3.86887      4.00000
      3.80686      1252.05      3.85811      4.00000
      3.80875      1248.91      4.02230      4.00000
      3.81044      1243.34      3.38787      4.00000
      3.81262      1240.20      2.20495      4.00000
      3.81453      1240.43      1.90556      4.00000
      3.81644      1241.25      1.02651      4.00000
      3.81832      1240.32      1.05328      4.00000
      3.82027      1239.16      2.00955      4.00000
      3.82273      1242.77      5.36679      4.00000
      3.82407      1249.34      5.22848      4.00000
      3.82625      1254.73      5.63025      4.00000
      3.82842      1251.60      5.96732      4.00000
      3.83039      1242.41      5.64977      4.00000
      3.83228      1235.52      5.28988      4.00000
      3.83420      1234.29      5.39715      4.00000
      3.83610      1226.99      4.95336      4.00000
      3.83804      1222.54      3.59205      4.00000
      3.84020      1220.24      3.38232      4.00000
      3.84178      1225.52      3.80923      4.00000
      3.84307      1229.95      3.74562      4.00000
      3.84562      1239.87      4.94445      4.00000
      3.84722      1244.89      5.62465      4.00000
      3.84910      1245.71      5.37643      4.00000
      3.85128      1238.66      6.02776      4.00000
      3.85315      1228.87      7.74606      4.00000
      3.85506      1218.79      6.45542      4.00000
      3.85671      1209.71      6.42703      4.00000
      3.85959      1196.53      4.25170      4.00000
      3.86149      1190.71      3.66451      4.00000
      3.86338      1189.52      3.25469      4.00000
      3.86467      1185.66      3.71093      4.00000
      3.86688      1187.00      4.09096      4.00000
      3.86942      1186.61      5.52748      4.00000
      3.87064      1188.96      4.54715      4.00000
      3.87254      1192.34      3.61859      4.00000
      3.87442      1190.78      3.62652      4.00000
      3.87636      1186.29      3.16404      4.00000
      3.87824      1182.28      3.75151      4.00000
      3.87981      1176.82      4.73030      4.00000
      3.88170      1168.12      5.12183      4.00000
      3.88359      1156.45      5.26864      4.00000
      3.88553      1146.74      3.39682      4.00000
      3.88737      1138.45      3.62825      4.00000
      3.88999      1130.24      3.17076      4.00000
      3.89190      1124.47      3.21814      4.00000
      3.89381      1120.93      3.41945      4.00000
      3.89571      1119.65      3.19336      4.00000
      3.89788      1122.97      3.61348      4.00000
      3.89945      1123.97      4.70976      4.00000
      3.90134      1120.50      5.41181      4.00000
      3.90323      1121.31      6.61613      4.00000
      3.90512      1116.41      7.35369      4.00000
      3.90700      1118.33      8.42388      4.00000
      3.90898      1116.02      9.46086      4.00000
      3.91087      1118.08      9.59761      4.00000
      3.91344      1125.31      10.5111      4.00000
      3.91534      1130.97      9.57712      4.00000
      3.91721      1143.00      9.20697      4.00000
      3.91881      1147.65      8.16837      4.00000
      3.92097      1146.15      8.52673      4.00000
      3.92286      1153.12      10.2819      4.00000
      3.92475      1149.46      10.6245      4.00000
      3.92663      1157.01      11.6644      4.00000
      3.92861      1155.26      12.0240      4.00000
      3.93050      1151.61      9.49920      4.00000
      3.93307      1137.90      8.44584      4.00000
      3.93497      1131.11      8.09164      4.00000
      3.93683      1127.60      7.74774      4.00000
      3.93844      1130.66      9.33772      4.00000
      3.94059      1135.83      10.9927      4.00000
      3.94248      1143.86      11.7190      4.00000
      3.94437      1149.90      12.1912      4.00000
      3.94624      1154.21      13.3840      4.00000
      3.94887      1154.68      12.2167      4.00000
      3.95077      1155.26      10.6755      4.00000
      3.95268      1153.87      10.0641      4.00000
      3.95458      1150.93      8.93061      4.00000
      3.95674      1152.02      8.31230      4.00000
      3.95832      1152.12      8.51536      4.00000
      3.96020      1150.02      9.00409      4.00000
      3.96209      1156.34      9.32875      4.00000
      3.96467      1155.69      9.21363      4.00000
      3.96654      1158.26      9.32747      4.00000
