#    lambda_um    Flux_Jy   Sigma_Jy    AOT ident.
      25.5895      46.8367      1.32135      11.0000
      25.6004      45.2480      1.10451      11.0000
      25.6157      44.6776     0.985467      11.0000
      25.6297      45.5216      1.19582      11.0000
      25.6341      46.4937      1.40461      11.0000
      25.6494      48.5001      1.53381      11.0000
      25.6673      47.0765      1.49395      11.0000
      25.6819      44.0465      1.47324      11.0000
      25.6894      43.9974      1.07183      11.0000
      25.7045      43.7054     0.945482      11.0000
      25.7195      41.5547      1.52354      11.0000
      25.7268      41.3713      1.60931      11.0000
      25.7414      41.9069      1.74988      11.0000
      25.7562      41.8007      1.82510      11.0000
      25.7710      44.1871      1.16792      11.0000
      25.7784      43.8702     0.552972      11.0000
      25.7929      43.2232     0.641495      11.0000
      25.8118      42.8745     0.731335      11.0000
      25.8234      43.1173     0.834907      11.0000
      25.8304      41.5843     0.987903      11.0000
      25.8458      41.4686      1.07548      11.0000
      25.8611      40.7278      1.48129      11.0000
      25.8686      42.5330      2.17685      11.0000
      25.8826      45.2692      2.09111      11.0000
      25.8973      45.5767      2.50581      11.0000
      25.9122      45.3036      2.04492      11.0000
      25.9196      43.7457      1.07819      11.0000
      25.9382      43.2825     0.612737      11.0000
      25.9537      43.0218      1.18407      11.0000
      25.9684      44.0453      1.65135      11.0000
      25.9752      43.5198      1.32714      11.0000
      25.9874      41.4547      1.62220      11.0000
      25.9980      41.2452      1.68483      11.0000
      26.0132      40.4703      1.46003      11.0000
      26.0242      39.7489      1.02902      11.0000
      26.0385      40.7181     0.652264      11.0000
      26.0535      40.1131     0.518842      11.0000
      26.0684      40.5099     0.603590      11.0000
      26.0800      41.5757      1.03880      11.0000
      26.0941      42.2654      1.21408      11.0000
      26.1059      42.7036      1.46114      11.0000
      26.1212      42.6964      1.60839      11.0000
      26.1311      41.9361      1.54558      11.0000
      26.1394      41.8526      1.97730      11.0000
      26.1573      43.6287      1.83312      11.0000
      26.1721      47.0077      2.40927      11.0000
      26.1839      45.3697      1.51063      11.0000
      26.1951      44.9302      1.25830      11.0000
      26.2097      41.6720      1.65867      11.0000
      26.2246      42.2771      1.45626      11.0000
      26.2357      40.2443      1.34046      11.0000
      26.2468      40.4805      1.35958      11.0000
      26.2615      39.4725      1.06629      11.0000
      26.2762      39.1703      1.00142      11.0000
      26.2883      40.6997      1.43737      11.0000
      26.2984      42.7399      1.33582      11.0000
      26.3170      45.3241      1.37358      11.0000
      26.3325      44.2796      1.38377      11.0000
      26.3475      43.0669      1.41590      11.0000
      26.3548      41.8845      1.32236      11.0000
      26.3619      40.8731      1.47936      11.0000
      26.3767      38.0612      1.70064      11.0000
      26.3918      41.0057      1.91941      11.0000
      26.4098      45.8713      1.70928      11.0000
      26.4172      45.1726      1.45259      11.0000
      26.4321      43.9111     0.921457      11.0000
      26.4470      43.7290     0.867407      11.0000
      26.4621      43.2488      1.15448      11.0000
      26.4769      42.8328      1.00231      11.0000
      26.4847      41.9459      1.21756      11.0000
      26.4992      40.3201      1.14931      11.0000
      26.5138      39.4506     0.880613      11.0000
      26.5286      38.6602      1.23589      11.0000
      26.5433      39.3473      1.11637      11.0000
      26.5507      39.8747      1.31473      11.0000
      26.5694      40.8616      1.63287      11.0000
      26.5848      40.2648      1.23142      11.0000
      26.5994      40.4988     0.945130      11.0000
      26.6030      40.5542     0.990880      11.0000
      26.6182      40.4683     0.870159      11.0000
      26.6289      39.9682     0.878048      11.0000
      26.6435      38.0507      1.25977      11.0000
      26.6552      39.4122      1.72955      11.0000
      26.6694      40.2895      1.72100      11.0000
      26.6843      41.2756      1.72590      11.0000
      26.6992      41.9618      1.18058      11.0000
      26.7142      41.3607     0.934071      11.0000
      26.7291      41.4255     0.977291      11.0000
      26.7369      40.2817      1.08512      11.0000
      26.7514      38.9316     0.960754      11.0000
      26.7666      39.3629     0.974963      11.0000
      26.7803      40.0235      1.08611      11.0000
      26.7927      40.0238     0.587242      11.0000
      26.8104      40.0109     0.825696      11.0000
      26.8215      39.9898     0.991302      11.0000
      26.8369      38.6897      1.05516      11.0000
      26.8515      37.1881      1.28639      11.0000
      26.8630      36.0703      1.29112      11.0000
      26.8736      36.2954      1.37519      11.0000
      26.8878      38.2056      1.68701      11.0000
      26.8960      38.9539      1.88805      11.0000
      26.9141      40.0869      1.75204      11.0000
      26.9288      37.3849      1.82480      11.0000
      26.9407      40.0033      1.57062      11.0000
      26.9546      40.3649      1.23414      11.0000
      26.9662      41.7496      1.30191      11.0000
      26.9814      40.8373      1.11225      11.0000
      26.9962      41.0052      1.07451      11.0000
      27.0042      42.0231     0.974856      11.0000
      27.0180      42.1392     0.831606      11.0000
      27.0327      41.7224     0.787161      11.0000
      27.0474      41.7774     0.819857      11.0000
      27.0623      41.0175      1.32218      11.0000
      27.0771      42.7952      1.88029      11.0000
      27.0921      40.7398      1.85522      11.0000
      27.1069      39.6213      1.71918      11.0000
      27.1144      39.7632      1.84304      11.0000
      27.1294      39.5315      1.39075      11.0000
      27.1440      40.4116      1.43328      11.0000
      27.1586      41.6118      1.00445      11.0000
      27.1733      41.1859     0.921991      11.0000
      27.1882      41.7086      1.98063      11.0000
      27.2026      43.6461      2.61640      11.0000
      27.2144      43.2808      2.79353      11.0000
      27.2293      43.1000      2.18155      11.0000
      27.2408      41.2523      1.67794      11.0000
      27.2518      42.0518      1.70589      11.0000
      27.2660      44.7920      1.51857      11.0000
      27.2731      44.3048      6.71767      12.0000
      27.2731      44.3048      6.71767      12.0000
      27.2731      44.3048      6.71767      12.0000
      27.2806      45.3844      1.71726      11.0000
      27.2875      43.4928      6.16724      12.0000
      27.2889      46.8199      2.43243      11.0000
      27.3022      36.6124      6.64392      12.0000
      27.3065      49.3318      2.27977      11.0000
      27.3170      30.5667      1.81310      12.0000
      27.3252      50.4602      3.19641      11.0000
      27.3275      28.7497      1.04114      12.0000
      27.3336      47.6207      2.75912      11.0000
      27.3391      29.1566      1.37292      12.0000
      27.3477      43.7467      2.38770      11.0000
      27.3538      31.5403      1.47833      12.0000
      27.3624      40.1575      2.23918      11.0000
      27.3687      34.1372      1.66976      12.0000
      27.3766      41.5941      2.06510      11.0000
      27.3803      35.9492      2.49017      12.0000
      27.3845      42.6254      2.28461      11.0000
      27.3898      37.0398      2.75953      12.0000
      27.3995      46.8211      2.28989      11.0000
      27.4044      34.4365      3.05672      12.0000
      27.4147      46.0779      1.83826      11.0000
      27.4191      33.3772      3.20506      12.0000
      27.4256      45.8248      1.70848      11.0000
      27.4339      30.9761      1.56393      12.0000
      27.4442      43.4061      2.43478      11.0000
      27.4487      32.3071      1.47949      12.0000
      27.4586      43.0326      2.26007      11.0000
      27.4636      29.6534      1.80302      12.0000
      27.4695      43.4386      2.54356      11.0000
      27.4783      34.0964      2.34191      12.0000
      27.4843      46.0097      2.31158      11.0000
      27.4904      33.6228      2.66879      12.0000
      27.4994      47.6323      1.97722      11.0000
      27.5005      36.9676      3.20101      12.0000
      27.5071      48.4634      2.06881      11.0000
      27.5163      38.8455      2.98992      12.0000
      27.5215      46.9709      1.87644      11.0000
      27.5302      39.5934      3.21584      12.0000
      27.5361      48.0692      1.64592      11.0000
      27.5431      43.5636      2.99856      13.0000
      27.5431      43.5636      2.99856      13.0000
      27.5431      43.5636      2.99856      13.0000
      27.5431      43.5636      2.99856      13.0000
      27.5449      39.8906     0.733221      12.0000
      27.5508      50.6755      2.12923      11.0000
      27.5597      38.1268      1.90197      12.0000
      27.5623      39.4442      3.97906      13.0000
      27.5661      50.1292      2.42726      11.0000
      27.5712      37.4115      4.53704      13.0000
      27.5750      37.2056      2.12112      12.0000
      27.5803      51.8416      1.87681      11.0000
      27.5894      32.4457      2.67488      12.0000
      27.5897      40.6304      3.87626      13.0000
      27.5953      51.0295      2.23578      11.0000
      27.5994      42.3304      4.41809      13.0000
      27.6041      31.7656      2.01858      12.0000
      27.6100      52.3350      2.06423      11.0000
      27.6162      33.0024      2.10183      12.0000
      27.6172      48.6944      4.04095      13.0000
      27.6220      51.4966      1.79949      11.0000
      27.6269      34.6509      2.20481      12.0000
      27.6291      50.6655      2.38689      11.0000
      27.6354      44.6021      2.42517      13.0000
      27.6370      49.4664      1.91852      11.0000
      27.6414      33.8447      1.19964      12.0000
      27.6438      43.6732      2.06536      13.0000
      27.6544      42.0579      2.61665      13.0000
      27.6560      33.0722      1.45628      12.0000
      27.6707      33.2072      1.54968      12.0000
      27.6722      35.8899      2.78568      13.0000
      27.6855      31.0901      2.42380      12.0000
      27.6909      29.1112      1.62288      13.0000
      27.6993      29.5066     0.839904      13.0000
      27.7002      29.8237      2.33694      12.0000
      27.7095      29.5973      1.25793      13.0000
      27.7151      28.0570      3.04951      12.0000
      27.7278      35.1926      2.51107      13.0000
      27.7298      32.3200      2.52160      12.0000
      27.7377      34.7829      2.22450      12.0000
      27.7464      42.1674      2.41055      13.0000
      27.7527      38.3228      2.20029      12.0000
      27.7537      42.1182      2.00735      13.0000
      27.7678      37.0169      1.67468      12.0000
      27.7689      41.9668      2.05487      13.0000
      27.7818      36.9500      2.31719      12.0000
      27.7818      39.6272      2.08189      13.0000
      27.7933      36.0729      2.02862      12.0000
      27.7985      35.1562      1.77714      13.0000
      27.8097      34.4638      1.39415      13.0000
      27.8117      34.2013      2.26320      12.0000
      27.8257      32.9127      1.32179      13.0000
      27.8259      34.7790      1.65126      12.0000
      27.8350      33.2930      1.71093      13.0000
      27.8408      34.9786      1.25571      12.0000
      27.8534      37.9957      3.79547      13.0000
      27.8558      37.5115      1.64694      12.0000
      27.8640      38.0009      1.46895      12.0000
      27.8719      46.3268      4.04293      13.0000
      27.8784      37.7266      1.91269      12.0000
      27.8793      45.0030      3.46876      13.0000
      27.8890      44.3273      3.85814      13.0000
      27.8935      37.4470      2.23558      12.0000
      27.9039      38.1989      2.58020      12.0000
      27.9073      36.8638      3.96685      13.0000
      27.9189      39.4131      2.62430      12.0000
      27.9240      32.7493      3.19330      13.0000
      27.9352      31.4414      2.86580      13.0000
      27.9374      40.4427      2.38369      12.0000
      27.9494      26.3897      3.42675      13.0000
      27.9515      37.6148      3.11537      12.0000
      27.9605      24.3752      3.51153      13.0000
      27.9664      32.9398      2.92022      12.0000
      27.9773      27.7251      6.39948      13.0000
      27.9811      30.6378      2.72722      12.0000
      27.9856      29.4944      2.75082      12.0000
      27.9957      43.7138      5.68120      13.0000
      28.0003      31.6194      2.65628      12.0000
      28.0047      40.7947      4.40474      13.0000
      28.0145      41.1574      4.94776      13.0000
      28.0185      34.8690      2.45559      12.0000
      28.0328      32.6508      5.54003      13.0000
      28.0372      33.8474      1.72773      12.0000
      28.0445      33.4122      1.27459      12.0000
      28.0495      29.2450      2.17275      13.0000
      28.0620      29.0026      1.37179      13.0000
      28.0624      33.1564      1.77483      12.0000
      28.0693      30.0568      1.55664      13.0000
      28.0771      33.6731      1.85604      12.0000
      28.0860      32.1945      1.43116      13.0000
      28.0920      34.6862      1.85919      12.0000
      28.1043      32.1004      1.60514      13.0000
      28.1067      35.2316      1.81085      12.0000
      28.1147      35.5408      1.80950      12.0000
      28.1243      34.5899      2.64146      13.0000
      28.1296      34.8687      1.52950      12.0000
      28.1321      33.6901      2.49992      13.0000
      28.1454      36.7955      2.44519      13.0000
      28.1471      36.1052      1.08361      12.0000
      28.1582      36.8969      2.30061      13.0000
      28.1587      34.9896      1.49762      12.0000
      28.1701      33.9059      1.55086      12.0000
      28.1749      35.5037      2.66358      13.0000
      28.1873      34.3112      2.86606      13.0000
      28.1880      32.4869      1.57408      12.0000
      28.2025      31.6361      2.94358      13.0000
      28.2027      31.0777      1.51100      12.0000
      28.2173      30.3344      1.83335      12.0000
      28.2178      35.3293      3.78724      13.0000
      28.2296      36.9232      3.73991      13.0000
      28.2322      29.4084      1.47073      12.0000
      28.2472      28.2999      1.39602      12.0000
      28.2482      40.0575      3.36493      13.0000
      28.2552      29.4022      1.70616      12.0000
      28.2588      37.9639      1.80860      13.0000
      28.2696      29.9325      2.23578      12.0000
      28.2722      36.7984      1.64720      13.0000
      28.2835      35.8705      1.57358      13.0000
      28.2842      34.5405      3.11079      12.0000
      28.2987      40.2342      3.26216      12.0000
      28.3002      38.6449      1.54461      13.0000
      28.3134      44.0098      2.66039      12.0000
      28.3182      37.6292      1.98697      13.0000
      28.3281      44.9355      2.60560      12.0000
      28.3289      40.5841      2.45199      13.0000
      28.3433      39.7841      2.21907      12.0000
      28.3456      39.0731      2.65300      13.0000
      28.3550      41.3851      3.24664      13.0000
      28.3574      36.0561      1.52039      12.0000
      28.3726      34.6420      1.47680      12.0000
      28.3736      38.0063      2.33648      13.0000
      28.3807      35.0017      1.33161      12.0000
      28.3906      38.1211      3.31589      13.0000
      28.3951      35.7643      1.39907      12.0000
      28.4013      39.1168      3.26420      13.0000
      28.4091      35.8070      1.42148      12.0000
      28.4150      37.8817      3.24941      13.0000
      28.4238      35.0756      1.67532      12.0000
      28.4255      36.1036      3.78971      13.0000
      28.4389      36.2367      1.60463      12.0000
      28.4435      32.4807      3.96319      13.0000
      28.4536      37.5219      1.65659      12.0000
      28.4558      36.1920      4.49232      13.0000
      28.4684      36.5737      1.44579      12.0000
      28.4724      36.0816      3.83722      13.0000
      28.4830      36.4915      2.73430      12.0000
      28.4865      40.4726      4.37393      13.0000
      28.4952      39.8400      3.60856      12.0000
      28.4988      35.7771      3.70301      13.0000
      28.5091      42.8110      4.01288      12.0000
      28.5158      33.4091      3.30926      13.0000
      28.5205      44.9648      4.16497      12.0000
      28.5341      32.8886      2.98464      13.0000
      28.5350      41.2082      3.89912      12.0000
      28.5429      31.5588      2.85334      13.0000
      28.5496      35.0100      2.69576      12.0000
      28.5507      33.1383      3.19400      13.0000
      28.5672      31.0760      3.35343      13.0000
      28.5684      34.1098      3.22231      12.0000
      28.5836      33.8071      3.83687      12.0000
      28.5872      35.3018      4.73926      13.0000
      28.5980      35.3610      4.30399      12.0000
      28.6054      35.6244      3.40964      13.0000
      28.6126      35.6099      3.74780      12.0000
      28.6132      37.9836      3.28518      13.0000
      28.6272      34.6612      3.73810      12.0000
      28.6297      36.0938      3.75692      13.0000
      28.6410      37.8138      3.61923      13.0000
      28.6417      37.1863      4.01001      12.0000
      28.6565      34.0508      4.39710      12.0000
      28.6593      34.0106      3.77552      13.0000
      28.6703      36.4308      3.73452      13.0000
      28.6716      35.5549      5.55374      12.0000
      28.6845      33.6800      2.78696      13.0000
      28.6896      33.1634      5.63897      12.0000
      28.6945      33.8805      3.45482      13.0000
      28.7042      35.7884      5.03899      12.0000
      28.7123      30.6328      4.49307      13.0000
      28.7184      31.2172      4.68048      12.0000
      28.7306      34.1228      4.34706      13.0000
      28.7334      28.1104      4.53284      12.0000
      28.7420      26.4646      5.02238      12.0000
      28.7492      31.5471      3.74774      13.0000
      28.7570      33.9771      4.34024      13.0000
      28.7576      31.8809      6.41611      12.0000
      28.7675      36.6613      6.66761      12.0000
      28.7719      38.9686      4.74519      13.0000
      28.7820      42.8991      6.09485      12.0000
      28.7854      42.8550      5.88175      13.0000
      28.7969      43.5224      5.34125      12.0000
      28.8010      38.3071      5.93637      13.0000
      28.8118      36.8065      5.42422      13.0000
      28.8154      41.7433      2.43128      12.0000
      28.8295      43.9274      3.68761      12.0000
      28.8299      24.0886      5.39200      13.0000
      28.8442      41.3245      4.42328      12.0000
      28.8454      21.6059      4.50502      13.0000
      28.8556      18.7451      5.21297      13.0000
      28.8588      36.0769      4.70709      12.0000
      28.8737      35.9013      4.42525      12.0000
      28.8745      29.5726      3.94471      13.0000
      28.8821      38.5064      4.69428      12.0000
      28.8899      30.8328      2.89597      13.0000
      28.8964      44.9066      4.57473      12.0000
      28.9018      29.6190      2.65014      13.0000
      28.9109      41.3898      4.03388      12.0000
      28.9157      25.2072      2.78558      13.0000
      28.9254      43.4003      4.40481      12.0000
      28.9280      25.2597      2.60259      13.0000
      28.9400      45.6154      4.87651      12.0000
      28.9425      23.4442      3.21142      13.0000
      28.9585      57.0575      5.76011      12.0000
      28.9613      24.2506      3.75970      13.0000
      28.9733      30.9942      4.61853      13.0000
      28.9738      56.1625      7.24167      12.0000
      28.9877      50.3481      7.58125      12.0000
      28.9885      35.2464      3.62954      13.0000
      29.0025      39.2791      2.89092      13.0000
      29.0033      37.8930      7.66261      12.0000
      29.0136      35.4742      3.58920      13.0000
      29.0167      29.3163      7.35125      12.0000
      29.0305      31.5648      2.98498      13.0000
      29.0321      31.5256      5.76355      12.0000
      29.0472      33.2537      6.43170      12.0000
      29.0485      30.6930      2.89058      13.0000
      29.0613      28.2398      3.27724      13.0000
      29.0651      35.7526      5.63415      12.0000
      29.0762      26.7405      3.89019      13.0000
      29.0798      35.3203      6.31195      12.0000
      29.0850      23.1479      6.13979      13.0000
      29.0945      37.6005      6.68751      12.0000
      29.1058      25.7714      6.95771      13.0000
      29.1090      41.0466      6.81746      12.0000
      29.1210      34.1094      4.83726      13.0000
      29.1239      38.9031      6.73135      12.0000
      29.1324      37.0394      6.82785      12.0000
      29.1412      36.3879      4.56181      13.0000
      29.1474      32.0528      7.34602      12.0000
      29.1488      35.7513      3.39055      13.0000
      29.1594      34.9594      2.74202      13.0000
      29.1611      33.1033      8.24099      12.0000
      29.1756      30.0253      8.07663      12.0000
      29.1765      31.9533      3.35768      13.0000
      29.1902      42.1715      9.60513      12.0000
      29.1940      27.0929      3.35437      13.0000
      29.2048      45.9712      8.96074      12.0000
      29.2061      26.6117      3.87053      13.0000
      29.2195      60.4380      6.37830      12.0000
      29.2217      26.1819      2.72885      13.0000
      29.2341      66.4496      5.97254      12.0000
      29.2380      29.6901      2.85355      13.0000
      29.2464      64.9823      6.02182      12.0000
      29.2492      30.3544      2.68080      13.0000
      29.2574      57.6569      9.56750      12.0000
      29.2661      28.2214      3.39263      13.0000
      29.2784      59.9096      9.62093      12.0000
      29.2843      33.6563      4.23093      13.0000
      29.2900      58.4413      12.4166      12.0000
      29.2934      33.5507      3.77885      13.0000
      29.3006      51.6819      11.6955      12.0000
      29.3096      35.7941      4.07689      13.0000
      29.3189      31.8598      3.78193      13.0000
      29.3220      43.8948      9.24365      12.0000
      29.3370      36.6307      6.92111      12.0000
      29.3372      30.0482      2.91291      13.0000
      29.3490      49.5561      7.56313      12.0000
      29.3554      31.3296      3.13314      13.0000
      29.3628      40.7268      8.31562      12.0000
      29.3664      33.3579      2.58483      13.0000
      29.3785      48.8497      10.9218      12.0000
      29.3818      35.7107      3.19161      13.0000
      29.3929      56.3198      16.2663      12.0000
      29.3968      37.9149      3.55605      13.0000
      29.4071      44.6357      15.2798      12.0000
      29.4091      39.8981      4.69474      13.0000
      29.4222      47.9001      15.4728      12.0000
      29.4256      39.5911      4.97471      13.0000
      29.4379      35.4227      5.16302      13.0000
      29.4402      22.2539      14.2633      12.0000
      29.4542      33.2108      5.06128      13.0000
      29.4547      38.4810      8.94135      12.0000
      29.4694      65.0550      14.1639      12.0000
      29.4713      29.4992      2.03273      13.0000
      29.4837      90.8682      19.9146      12.0000
      29.4876      30.0431      1.96805      13.0000
      29.4963      75.5487      19.3944      12.0000
      29.4988      30.4533      1.85903      13.0000
      29.5139      79.3060      19.6379      12.0000
      29.5167      30.4668      2.53188      13.0000
      29.5283      52.6502      24.1734      12.0000
      29.5348      39.9958      4.30444      13.0000
      29.5360      55.0553      21.6792      12.0000
      29.5428      41.7809      3.98097      13.0000
      29.5574      28.0205      21.9330      12.0000
      29.5607      43.2210      4.05519      13.0000
      29.5691      41.8131      4.83903      13.0000
      29.5724      12.1072      7.22519      12.0000
      29.5874      32.9132      9.23017      12.0000
      29.5878      33.2761      2.61649      13.0000
      29.6018      35.4124      8.04478      12.0000
      29.6064      36.4162      2.88038      13.0000
      29.6168      44.9572      7.20338      12.0000
      29.6216      38.7955      2.49288      13.0000
      29.6282      42.8523      10.1947      12.0000
      29.6326      41.1207      2.49388      13.0000
      29.6472      46.5935      11.6033      12.0000
      29.6494      42.2708      1.76851      13.0000
      29.6572      43.6537      2.30046      13.0000
      29.6615      63.8419      18.7094      12.0000
      29.6747      41.5074      2.85812      13.0000
      29.6753      62.5121      18.4814      12.0000
      29.6898      57.9112      15.8595      12.0000
      29.6931      39.5210      2.28923      13.0000
      29.7018      38.5210      2.59017      13.0000
      29.7084      45.2329      17.5602      12.0000
      29.7190      48.4762      13.5697      12.0000
      29.7217      36.7279      1.82433      13.0000
      29.7309      47.7027      14.6492      12.0000
      29.7381      36.4590      18.9253      12.0000
      29.7381      36.4590      18.9253      12.0000
      29.7466      35.9115      1.65007      13.0000
      29.7541      34.5824      1.79444      13.0000
      29.7650      33.8574      2.02033      13.0000
      29.7819      34.2513      2.83171      13.0000
      29.7937      37.2517      2.83868      13.0000
      29.8090      36.5959      3.05175      13.0000
      29.8255      33.9005      3.52080      13.0000
      29.8441      30.2287      3.06175      13.0000
      29.8529      30.0585      3.90565      13.0000
      29.8711      33.7232      2.85852      13.0000
      29.8883      36.4104      2.63529      13.0000
      29.9064      31.9633      2.52848      13.0000
      29.9154      31.4381      2.20847      13.0000
      29.9316      27.3192      2.68701      13.0000
      29.9423      27.5012      2.87534      13.0000
      29.9605      24.3615      2.07800      13.0000
      29.9785      27.1826      2.11247      13.0000
      29.9895      30.2233      1.79779      13.0000
      30.0063      34.1152      2.35482      13.0000
      30.0219      38.0594      2.28273      13.0000
      30.0386      37.5572      2.57453      13.0000
      30.0484      37.0286      2.94537      13.0000
      30.0647      28.4756      3.20311      13.0000
      30.0775      26.8986      2.21621      13.0000
      30.0940      26.9255      1.44237      13.0000
      30.1107      29.3096      1.25809      13.0000
      30.1282      32.5081      1.67107      13.0000
      30.1445      31.5094      1.94532      13.0000
      30.1559      32.6167      2.34584      13.0000
      30.1730      30.9805      2.65161      13.0000
      30.1838      28.7872      2.67930      13.0000
      30.2015      30.8664      2.74649      13.0000
      30.2175      33.4834      2.38110      13.0000
      30.2351      35.4892      2.46761      13.0000
      30.2460      37.4815      2.24241      13.0000
      30.2628      33.6701      1.69768      13.0000
      30.2808      32.7393      1.37393      13.0000
      30.2913      31.7555      1.60212      13.0000
      30.3048      27.4677      1.86596      13.0000
      30.3241      24.9725      2.08369      13.0000
      30.3414      24.4910      2.04090      13.0000
      30.3516      26.4885      2.57127      13.0000
      30.3702      31.6497      1.23832      13.0000
      30.3858      31.5232      1.28069      13.0000
      30.3973      30.0392      1.69818      13.0000
      30.4128      27.3916      1.66926      13.0000
      30.4319      24.9513      2.00828      13.0000
      30.4397      24.8703      2.37635      13.0000
      30.4578      23.4895      1.48407      13.0000
      30.4758      25.1433      2.10645      13.0000
      30.4944      29.0570      1.25712      13.0000
      30.5022      29.1882      1.39278      13.0000
      30.5203      30.7968      2.07880      13.0000
      30.5370      29.3240      2.10290      13.0000
      30.5533      28.0003      2.88585      13.0000
      30.5638      27.7232      3.29597      13.0000
      30.5812      26.4050      1.50874      13.0000
      30.5989      28.2927      1.17210      13.0000
      30.6108      28.0375     0.858862      13.0000
      30.6263      28.9429      1.17759      13.0000
      30.6439      29.1081      1.61933      13.0000
      30.6542      30.5686      1.68027      13.0000
      30.6710      30.6969      2.40252      13.0000
      30.6888      27.5273      2.00077      13.0000
      30.6994      26.7278      2.19963      13.0000
      30.7152      25.1065      2.21529      13.0000
      30.7427      29.7855      1.70136      13.0000
      30.7501      29.6037      1.37054      13.0000
      30.7656      30.2520      1.48199      13.0000
      30.7840      27.7518      1.61388      13.0000
      30.7936      26.7246      1.61690      13.0000
      30.8119      25.0150      1.57272      13.0000
      30.8233      26.3174      2.36795      13.0000
      30.8401      30.7820      2.59321      13.0000
      30.8572      32.9944      2.08516      13.0000
      30.8763      34.4399      2.08533      13.0000
      30.8918      31.8143      1.70868      13.0000
      30.9089      28.5875      1.71276      13.0000
      30.9189      26.3800      2.00353      13.0000
      30.9358      23.5994      2.33756      13.0000
      30.9472      24.3437      2.24834      13.0000
      30.9640      27.6942      2.50994      13.0000
      30.9811      34.8473      2.55139      13.0000
      30.9983      39.6398      2.58497      13.0000
      31.0150      39.2264      2.67965      13.0000
      31.0319      32.5381      4.07298      13.0000
      31.0415      29.1487      4.65007      13.0000
      31.0612      22.7688      3.73539      13.0000
      31.0710      23.8411      2.91866      13.0000
      31.0878      26.2451      2.92619      13.0000
      31.1049      31.0009      2.61491      13.0000
      31.1221      31.7943      2.32876      13.0000
      31.1388      30.4770      2.41973      13.0000
      31.1565      24.9948      2.69610      13.0000
      31.1665      23.0090      1.86816      13.0000
      31.1834      21.6184      2.41838      13.0000
      31.1947      20.6957      2.29789      13.0000
      31.2107      19.3610      3.09725      13.0000
      31.2286      26.5981      3.67931      13.0000
      31.2470      30.3693      3.17411      13.0000
      31.2636      32.3347      2.94103      13.0000
      31.2803      26.9368      2.64234      13.0000
      31.2904      23.2830      1.77008      13.0000
      31.3071      26.8367      1.74458      13.0000
      31.3251      29.4427      1.99549      13.0000
      31.3444      27.7270      1.43770      13.0000
      31.3537      29.6357      1.33936      13.0000
      31.3706      34.9984      2.73293      13.0000
      31.3872      34.8610      3.01460      13.0000
      31.4039      33.6371      3.20171      13.0000
      31.4202      29.0740      4.24936      13.0000
      31.4384      30.2716      4.00020      13.0000
      31.4487      29.6331      2.70094      13.0000
      31.4664      28.5511      2.26394      13.0000
      31.4772      29.0878      2.25639      13.0000
      31.4941      30.1472      2.10566      13.0000
      31.5107      29.3523      1.91444      13.0000
      31.5282      28.6493      2.25040      13.0000
      31.5464      25.5041      2.03503      13.0000
      31.5627      29.6662      2.03332      13.0000
      31.5798      30.2418      2.33116      13.0000
      31.5969      32.2057      2.48930      13.0000
      31.6068      31.6651      2.20015      13.0000
      31.6241      33.4879      2.16783      13.0000
      31.6361      33.5388      2.11043      13.0000
      31.6515      30.9586      2.12386      13.0000
      31.6670      29.1150      2.16226      13.0000
      31.6851      29.1520      2.43425      13.0000
      31.7039      32.1122      1.74918      13.0000
      31.7209      36.2360      2.40255      13.0000
      31.7392      39.2579      3.59720      13.0000
      31.7474      40.4913      4.60506      13.0000
      31.7655      27.6493      5.42628      13.0000
      31.7827      19.3030      5.72862      13.0000
      31.7933      22.4313      3.06363      13.0000
      31.8103      28.6022      2.94852      13.0000
      31.8279      28.9032      2.39623      13.0000
      31.8458      29.1911      2.06447      13.0000
      31.8638      29.0891      2.41745      13.0000
      31.8799      31.0677      2.72110      13.0000
      31.8974      29.9404      2.92144      13.0000
      31.9137      30.8424      3.34658      13.0000
      31.9241      29.4707      4.00063      13.0000
      31.9351      29.0522      3.34802      13.0000
      31.9597      35.9527      3.41105      13.0000
      31.9704      42.2169      3.87235      13.0000
      31.9869      46.1284      4.03032      13.0000
      32.0039      44.6430      3.51779      13.0000
      32.0206      39.9135      4.09497      13.0000
      32.0382      37.7178      4.19327      13.0000
      32.0557      37.2557      2.32776      13.0000
      32.0735      37.1525      2.20639      13.0000
      32.0921      37.2882      2.47513      13.0000
      32.1055      35.1699      2.21144      13.0000
      32.1181      33.7804      2.47524      13.0000
      32.1287      32.2229      2.69099      13.0000
      32.1458      30.6929      2.83426      13.0000
      32.1625      32.4911      2.94806      13.0000
      32.1787      34.0529      2.76788      13.0000
      32.1971      32.9747      1.68395      13.0000
      32.2164      30.8372      1.88843      13.0000
      32.2322      28.3676      2.08643      13.0000
      32.2503      25.5704      2.13564      13.0000
      32.2670      24.4842      2.52332      13.0000
      32.2761      24.0966      2.22367      13.0000
      32.3033      29.0348      1.69015      13.0000
      32.3117      28.9457      1.45999      13.0000
      32.3321      28.9167      1.76465      13.0000
      32.3409      28.5080      1.55502      13.0000
      32.3576      28.2802      1.06787      13.0000
      32.3753      27.9346      1.03534      13.0000
      32.3962      28.5465     0.977923      13.0000
      32.4021      27.9437      1.01999      13.0000
      32.4261      31.7630      1.83236      13.0000
      32.4466      36.0203      2.92734      13.0000
